ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Number of protesters,Number of protesters arrested,Number of protesters injured,Number of protesters killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
KIEV11100803,08.10.11,1,08.10.11,Sat,negative response,beating,unknown,,,,,,neighborhood,initiative group,,"Mykola Marusyk, ""Roadside Picnic"", ""Save Old Kyiv""","Unknown people beated one of the protesters, Mykola Marusyk. ",KIEV11100802,Kyiv,Kyiv,,development projects ,,,,0,1,0,N,,0,0,N
KIEV11100804,08.10.11,1,08.10.11,Sat,positive response,intervention,state forces,,,police,,,neighborhood,initiative group,,"Mykola Marusyk, ""Roadside Picnic"", ""Save Old Kyiv""",The police intervened and stopped the fight between unknowns and the protesters,KIEV11100802,Kyiv,Kyiv,,development projects ,,,,0,0,0,N,,0,0,N
KIEV11101001,10.10.11,1,10.10.11,Mon,negative response,preclude,court,,,Kyiv administrative court,,,,party,,BYT,Court prohibited any mass events in Kyiv for October 11 and 12.,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,,0,0,0,N,0,0,0,N
KIEV11101101,11.10.11,1,11.10.11,Tue,protest,rally,,party,,Batkivshchyna,court,court,,,,Kyiv Pechersky district court,Protesters supported Yulia Tymoshenko during her trial.,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,3001,0,0,0,N,1001,0,0,N
KIEV11101102,11.10.11,1,11.10.11,Tue,protest,rally,,NGO,,"All-military union (""Общевойсковой союз"")",court,,,,,Kyiv Pechersky district court,Protest against Yulia Tymoshenko,Tymoshenko trial,Kyiv,Kyiv,,anti-Tymoshenko,,,999,0,0,0,N,1001,0,0,N
KIEV11101103,11.10.11,1,11.10.11,Tue,protest,blockade,,party,,Batkivshchyna,,court,,,,Kyiv Pechersky district court,Pro-Tymoshenko supporters blocked Khreshchatyk,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,3001,0,0,0,N,1001,0,0,N
KIEV11101104,11.10.11,1,11.10.11,Tue,negative response,intervention,state forces,,,Berkut,,,,party,,Batkivshchyna,State forces pushed Tymoshenko supporters out of Khreshchatyk road,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,,0,0,0,N,1001,0,0,N
KIEV11101105,11.10.11,1,11.10.11,Tue,negative response,beating,state forces,,,Berkut,,,,party,,"Batkivshchyna, Natalia Kravchuk",State forces started to beat the protesters and injured journalist Natalia Kravchuk.,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,,0,1,0,N,1001,0,0,N
KIEV11101106,11.10.11,1,11.10.11,Tue,protest,fight,,party,,Batkivshchyna,,state forces,,,,Berkut,Tymoshenko supporters were trying to break through the Berkut blockade and confronted state forces,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,3001,0,0,0,N,1001,0,0,N
KIEV11101107,11.10.11,1,11.10.11,Tue,protest,symbolic,,NGO,,FEMEN,,,,,,,FEMEN expressed their neutral opinion on Tymoshenko affair.,Tymoshenko trial,Kyiv,Kyiv,,anti-Tymoshenko,anti-politicians,,5,0,0,0,N,1001,0,0,N
KIEV11101108,11.10.11,1,11.10.11,Tue,negotiation,cancel,,"party, NGO",,"PR, All-military union (""Общевойсковой союз"")",court,,,,,Kyiv Pechersky district court,Tent camp of anti-Tymoshenko protesters was dismatled by Berkut,Tymoshenko trial,Kyiv,Kyiv,,anti-Tymoshenko,,,,0,0,0,N,,0,0,N
KIEV11101109,11.10.11,1,11.10.11,Tue,negative response,arrest,state forces,,,Berkut,,,,"party, initiative group",,"Batkivshchyna, FEMEN",Police arrested 7 BYT supporters and 5 members of FEMEN.,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,,12,1,0,N,1001,0,0,N
KIEV11101110,11.10.11,1,11.10.11,Tue,negative response,blockade,state forces,,,Berkut,,,,party,,Batkivshchyna,Police blocked Bankova street to prevent rallies from Tymoshenko supporters.,Tymoshenko trial,Kyiv,Kyiv,,anti-Tymoshenko,,,,0,0,0,N,1001,0,0,N
KIEV11101111,11.10.11,1,11.10.11,Tue,protest,picket,,party,,Batkivshchyna,law-enforcement,court,,,,"Kyiv Pechersky district court, Lukyanivsky investigation cell",Protesters supported Yulia Tymoshenko during her trial.,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,9,0,0,0,N,,0,0,N
KIEV11101112,11.10.11,1,11.10.11,Tue,protest,picket,students,trade union,leftists,Direct Action,foreign country,foreign country,,,,Chile embassy in Kiev,"Activists protested against police abuse in Chile, where protesters against neoliberal freforms were beated by police.",,Kyiv,Kyiv,,police abuse,,,31,0,0,0,N,,0,0,N
KIEV11101201,12.10.11,1,12.10.11,Wed,positive response,accede,local authorities,,,Kyiv city council,,,neighborhood,,,,"Local authorities recognized protesters' demands on saving a park near ""Zhovten"" cinema.",,Kyiv,Kyiv,,development projects ,,,,0,0,0,N,0,0,0,N
KIEV11101202,12.10.11,1,12.10.11,Wed,protest,rally,,party,,PR supporters,party,party,,,,Kyiv PR office,Paid anti-Tymoshenko protesters demanded their salary.,Tymoshenko trial,Kyiv,Kyiv,,wage arrears ,,,299,0,0,0,N,,0,0,N
KIEV11101203,12.10.11,1,12.10.11,Wed,negative response,search,state forces,,,,,,,party,,BYT deputy Evgen Suslov,House of BYT deputy Evgen Suslov's parents was searched.,,Kyiv,Buky village,,anti-Tymoshenko,,,,0,0,0,N,,0,0,N
KIEV11101204,12.10.11,1,12.10.11,Wed,negative response,beating,state forces,,,,,,,party,,BYT deputy Evgen Suslov,BYT deputy Evgen Suslov was beated by police.,,Kyiv,Buky village,,anti-Tymoshenko,,,,0,0,0,N,,0,0,N
KIEV11101301,13.10.11,1,13.10.11,Thu,protest,picket,"veterans, Chernobyl",trade union,,"National trade union of miners of Ukraine, Confederation of fre trade unions of Ukraine",government,government,,,,Ministry of social politics,"trade unions, Afghan and Chernobyl veterans picketed the Ministry of social policy blaming it for serving oligarchs advancing new labor legislation",,Kyiv,Kyiv,,labor rights,social payments,,,0,0,0,N,,0,0,N
KIEV11101302,13.10.11,1,13.10.11,Thu,protest,demonstration/march ,small business ,,,,government,government,,,,"President of Ukraine, Cabinet of Ministers, Verkhovna Rada",Small business protested against new Tax code and other tax issues.,,Kyiv,Kyiv,,taxes,small business rights,,301,0,0,0,N,,0,0,N
KIEV11101303,13.10.11,1,13.10.11,Thu,negative response,search,law-enforcement,,,tax police,,,veterans,NGO,,"veterans of Afghanistan war, ""No one but us""","Office of veterans of Afghanistan war, who protested for keeping social payments in September, was searched.",KIEV11101303,Kyiv,Kyiv,,social payments,,,,0,0,0,N,8,0,0,N
KIEV11101304,13.10.11,1,13.10.11,Thu,negative response,beating,law-enforcement,,,tax police,,,veterans,NGO,,"veterans of Afghanistan war, ""No one but us""",One of the office workers was beaten.,KIEV11101303,Kyiv,Kyiv,,social payments,,,,0,0,0,N,8,0,0,N
KIEV11101305,13.10.11,1,13.10.11,Thu,protest,blockade,veterans,NGO,,"veterans of Afghanistan war, ""No one but us""",state forces,state forces,,,,tax police,Veterans blocked the police in the office.,KIEV11101303,Kyiv,Kyiv,,social payments,police abuse,,,0,0,0,N,8,0,0,N
KIEV11101306,13.10.11,1,13.10.11,Thu,negative response,search,law-enforcement,,,,,,veterans,NGO,,"veterans of Afghanistan war, ""No one but us""",Apartment of leader of veterans of Afghanistan war Kovalyov was searched.,Afghan veterans,Kyiv,Kyiv,,social payments,,,,0,0,0,N,,0,0,N
KIEV11101307,13.10.11,1,13.10.11,Thu,negative response,preclude,court,,,Kyiv administrative court,,,,trade union,,Labor Confederation of Ukraine,Court precluded anti-UPA event.,,Kyiv,Kyiv,,OUN-UPA,,,,0,0,0,N,0,0,0,N
KIEV11101308,13.10.11,1,13.10.11,Thu,negotiation,negotiation,government,,,Minister of social policy Tyhipko,,,"veterans, Chernobyl",trade union,,"National trade union of miners of Ukraine, Confederation of fre trade unions of Ukraine",Tyhipko negotiated with the protesters discussing social payments issues,,Kyiv,Kyiv,,social payments,,,,0,0,0,N,,0,0,N
KIEV11101401,14.10.11,1,14.10.11,Fri,protest,rally,workers,NGO,,"miners, Labor movement ""Solidarity""",government,"state enterprise, company",,,,"Cabinet of Ministers, heads of mines","Miners protested against ""coal mafia"" degrading Luhansk region to industrial wastepit",KIEV11101401,Kyiv,Kyiv,,company closure,officials' illegal actions ,,,0,0,0,N,,0,0,N
KIEV11101402,14.10.11,1,14.10.11,Fri,protest,break in,workers,NGO,,"miners, Labor movement ""Solidarity""",government,"state enterprise, company",,,,"Cabinet of Ministers, heads of mines",Miners started shattering the fence around the Cabinet of Ministers,KIEV11101401,Kyiv,Kyiv,,company closure,officials' illegal actions ,,,0,0,0,N,,0,0,N
KIEV11101403,14.10.11,1,14.10.11,Fri,negative response,intervention,state forces,,,police,,,workers,NGO,,"miners, Labor movement ""Solidarity""",The police held back the miners,KIEV11101401,Kyiv,Kyiv,,company closure,officials' illegal actions ,,,0,0,0,N,,0,0,N
KIEV11101404,14.10.11,1,14.10.11,Fri,protest,rally,,party,"leftists, Russian nationalists","CPU, Russian Bloc",government,government,,,,,Leftists protested against celebrating OUN-UPA holidays at national level.,,Kyiv,Kyiv,,OUN-UPA,,,39,0,0,0,N,,0,0,N
KIEV11101405,14.10.11,1,14.10.11,Fri,protest,demonstration/march ,,party,rightists,"Svoboda, KUN, UNA-UNSO",government,government,,,,"President of Ukraine, Cabinet of Ministers, Verkhovna Rada","Rightists opened the memorial of Mazepa, celebrated 69th anniversary of OUN-UPA creating and claimed for stopping repressions, government impeachment and announcing parliamentary elections.",,Kyiv,Kyiv,,OUN-UPA,anti-government,Ukrainian nationalism,99,0,0,0,N,4001,0,0,N
KIEV11101406,14.10.11,1,14.10.11,Fri,protest,demonstration/march ,,party,rightists,"Svoboda, KUN, UNA-UNSO",government,government,,,,"President of Ukraine, Cabinet of Ministers, Verkhovna Rada","Svoboda celebrated 69th anniversary of OUN-UPA creating and claimed for stopping repressions, government impeachment and announcing parliamentary elections.",,Kyiv,Kyiv,16:00,OUN-UPA,anti-government,Ukrainian nationalism,7999,0,0,0,N,,0,0,N
KIEV11101407,14.10.11,1,14.10.11,Fri,protest,rally,,party,,Oleg Lyashko Radical party,government,government,,,,Cabinet of Ministers,Party demanded government impeachment.,,Kyiv,Kyiv,,anti-government,,,,0,0,0,N,,0,0,N
KIEV11101501,15.10.11,1,15.10.11,Sat,protest,demonstration/march ,,NGO,rightists,"FRI, MNK, ""Young Prosvita"", ""Student Active"", ""Delta Xi"", Debate academy ","local authorities, government","local authorities, government",,,,,Youth demanded possibilities to have cheap apartments.,,Kyiv,Kyiv,,housing rights ,,,149,0,0,0,N,,0,0,N
KIEV11101701,17.10.11,1,17.10.11,Mon,protest,demonstration/march ,,trade union,leftists,"FPU, Direct Action",government,government,,,,"President of Ukraine, Cabinet of Ministers, Verkhovna Rada","Trade unionists struggled against poverty, demanding twice increase of minimal wage and improving labor conditions.",,Kyiv,Kyiv,,labor rights ,wage increase ,,1999,0,0,0,N,,0,0,N
KIEV11101801,18.10.11,1,18.10.11,Tue,positive response,accede,government,,,Ministry of ecology and nature resources,,,,,environmentalists,"National ecology center, Kyiv environment protection team","As a response for protests, dolphins hunting was prohibited for next three years.",,Kyiv,Kyiv,,environment ,animal rights,,,0,0,0,N,0,0,0,N
KIEV11101901,19.10.11,1,19.10.11,Wed,protest,rally,"scientists, students",trade union,leftists,"Academy of Sciences trade union, AST, Direct Action",government,government,,,,Verkhovna Rada,Protesters demanded wage increases for scientists and improving funding for their researches.,,Kyiv,Kyiv,,wage increase ,insufficient financing ,,,0,0,0,N,,0,0,N
KIEV11101902,19.10.11,1,19.10.11,Wed,protest,rally,,NGO,,Stop Hepatit,government,government,,,,Verkhovna Rada,Protesters demanded to include into state budget financing cure from hepatit.,,Kyiv,Kyiv,,public health ,insufficient financing ,,19,0,0,0,N,,0,0,N
KIEV11101903,19.10.11,1,19.10.11,Wed,negative response,arrest,state forces,,,,,,small business,,,"Activist of ""Tax Maidan"" Gruzinov","Activist of ""Tax Maidan"" Gruzinov was arrested.","KIEV11101903, Tax Maidan",Kyiv,Kyiv,,taxes,,,,1,0,0,N,,0,0,N
KIEV11102001,20.10.11,1,20.10.11,Thu,protest,rally,Chernobyl,"trade union, NGO",,FPU,government,government,,,,Verkhovna Rada,"Trade unionists struggled against poverty, demanding improving labor conditions and preserving existing social payments.",,Kyiv,Kyiv,,social payments ,wage increase ,,399,0,0,0,N,99,0,0,N
KIEV11102002,20.10.11,1,20.10.11,Thu,protest,rally,,NGO,,FEMEN,government,government,,,,President of Ukraine,Activists demanded more intense integration of Ukraine into EU.,,Kyiv,Kyiv,,EU,,,5,0,0,0,N,,0,0,N
KIEV11102003,20.10.11,1,20.10.11,Thu,negative response,arrest,state forces,,,,,,,NGO,,FEMEN,FEMEN activists were arrested,,Kyiv,Kyiv,,EU,,,,5,0,0,N,,0,0,N
KIEV11102004,20.10.11,1,20.10.11,Thu,protest,rally,citizens,,,,government,government,,,,Verkhovna Rada,People supported integration of Ukraine into EU.,,Kyiv,Kyiv,,EU,,,79,0,0,0,N,,0,0,N
KIEV11102005,20.10.11,1,20.10.11,Thu,positive response,accede,government,,,Verkhovna Rada,,,Chernobyl,trade union,,FPU,Parliament left all social payments unchanged.,,Kyiv,Kyiv,,social payments ,,,,0,0,0,N,,0,0,N
KIEV11102006,20.10.11,1,20.10.11,Thu,protest,symbolic,,initiative group,rightists,Black Committee,government,government,,,,MIA,"Protesters hanged symbolic road signs over the city, criticizing police abuse.",,Kyiv,Kyiv,,police abuse,,,,0,0,0,N,0,0,0,N
KIEV11102007,20.10.11,1,20.10.11,Thu,protest,break in,Chernobyl,"trade union, NGO",,FPU,government,government,,,,Verkhovna Rada,Protesters started to shatter the metal fence around Verkhovna Rada,,Kyiv,Kyiv,,social payments ,wage increase ,,399,0,0,0,N,99,0,0,N
KIEV11102008,20.10.11,1,20.10.11,Thu,negative response,intervention,state forces,,,"police, Berkut",,,Chernobyl,"trade union, NGO",,FPU,State forces prevented protesters to break in to the parliament,,Kyiv,Kyiv,,social payments ,wage increase ,,,0,0,0,N,99,0,0,N
KIEV11102101,21.10.11,1,21.10.11,Fri,protest,rally,,initiative group,,Vidsich,government,government,,,,MIA,Activists demanded punishment for policemen who tortured student Ihor Indylo.,Indylo,Kyiv,Kyiv,,police abuse,,,,0,0,0,N,,0,0,N
KIEV11102301,23.10.11,1,23.10.11,Sun,protest,rally,,"NGO, initiative group",,"""Nobody except us"", ""New Kyiv"", ""Save Old Kyiv""",law-enforcement,law-enforcement,,,,Isolator of temporaty keeping,"Activists protested against arrest of one of the activists of ""tax Maidan"" Gruzinov.","KIEV11101903, Tax Maidan",Kyiv,Kyiv,,police abuse,,,,0,0,0,N,,0,0,N
KIEV11102401,24.10.11,1,24.10.11,Mon,protest,confrontation,,party,,BYT,,government,,,,Ganna German,Pro-Tymoshenko activists threw eggs to Ganna German.,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,,0,0,0,N,,0,0,N
KIEV11102601,26.10.11,1,26.10.11,Wed,protest,rally,,party,leftists,CPU,government,IGO,,,,"Cabinet of Ministers, IMF",Communists protested against arrival of IMF mission to Ukraine,,Kyiv,Kyiv,,IMF,social payments ,,69,0,0,0,N,,0,0,N
KIEV11102602,26.10.11,1,26.10.11,Wed,protest,rally,,initiative group,,Committee of energetical security of Ukraine,government,government,,,,Cabinet of Ministers,Protesters demanded policy of energetical security of Ukraine.,,Kyiv,Kyiv,,Ukrainian nationalism,,,49,0,0,0,N,,0,0,N
ZP11051201,12.05.11,1,12.05.11,Thu,protest,rally,"teachers, workers, small business","business association, party, NGO",,"city union of entrepreneurs ""Nika"", BYT, ""fed up"" (distaly)",government,government,,,,"Parliament, Cabinet of Ministers, President","Few thousand teachers, medical workers and small business activists protested against reforms. They demanding to stop the power of Parliament and Cabinet of Ministers",,Zaporizhzhya,Zaporizhzhya,,anti-government,welfare,,1501,0,0,0,N,,0,0,N
KIEV11102701,27.10.11,1,27.10.11,Thu,protest,picket,"company, artists",,,"working collective of ""Siaivo"" bookstore  supported by writers",local authorities,local authorities,,,,Kyiv city state administration,"Activists defended ""Syaivo"" bookshop and protested against giving this trade place to fishmarket.",Syaivo,Kyiv,Kyiv,,raiders,privatization,,,0,0,0,N,,0,0,N
KIEV11102702,27.10.11,1,27.10.11,Thu,protest,symbolic,,NGO,,FEMEN,,state enterprise,,,,Kyiv zoo,Activists protested against crualty to animals in Kyiv zoo.,,Kyiv,Kyiv,,animal rights,,,5,0,0,0,N,,0,0,N
KIEV11102703,27.10.11,1,27.10.11,Thu,protest,picket,,"party, NGO",rightists,"UNA-UNSO, KUN",government,government,,,,President's Administration,"Protesters demanded impeachment of General Attorney Pshonka, being dissatisfied with building MP church.",,Kyiv,Kyiv,,KP-MP ,development projects ,,,0,0,0,N,,0,0,N
KIEV11102704,27.10.11,1,27.10.11,Thu,negotiation,promise,government,,,Ministry of education,,,students,,,students of Kyiv Politechnical institute,MInistry of education promised to assign president of Kyiv Politechnical institute.,KPI rector,Kyiv,Kyiv,,education,,,,0,0,0,N,0,0,0,N
KIEV11102705,27.10.11,1,27.10.11,Thu,negative response,arrest,state enterprise,,,Kyiv Zoo,,,,NGO,,FEMEN,Administration attempted to detain Femen activists by blocking all entrances to the Zoo,,Kyiv,Kyiv,,animal rights,,,,0,0,0,N,,0,0,N
KIEV11102706,27.10.11,1,27.10.11,Thu,positive response,release,court,,,Holosiivskyi district court,,,small business,,,"Activist of ""Tax Maidan"" Gruzinov","Activist of ""Tax Maidan"" Gruzinov was released by the court decision","KIEV11101903, Tax Maidan",Kyiv,Kyiv,,taxes,,,,0,0,0,N,,0,0,N
KIEV11102801,28.10.11,1,28.10.11,Fri,protest,rally,neighborhood,party,rightists,Svoboda,local authorities,local authorities,,,,Kyiv city state administration,Protesters defended buildings on Saksaganskogo st. from raiders.,,Kyiv,Kyiv,,raiders,development projects ,,19,0,0,0,N,,0,0,N
KIEV11102901,29.10.11,1,29.10.11,Sat,protest,demonstration/march ,neighborhood,,,,local authorities,local authorities,,,,Kyiv city state administration,Citizens protested against new General plan of city development.,,Kyiv,Kyiv,12:00,development projects,,,,0,0,0,N,,0,0,N
KIEV11102902,29.10.11,1,29.10.11,Sat,protest,rally,,initiative group,,Future Ukraine,government,government,,,,,"Activists demanded more intense integration of Ukraine into EU, by simplyfying the procedure of receiving Schengen visa.",,Kyiv,Kyiv,12:00,EU,,,,0,0,0,N,,0,0,N
KIEV11103101,31.10.11,1,31.10.11,Mon,protest,blockade,"Chernobyl, pensioners",,,,local authorities,government,,,,Kagarlyk district state administration,"Protesters blocked the road from Kyiv to Dnipropetrovsk, protesting for saving social payments.",,Kyiv,Kagarlyk,,social payments,,,1999,0,0,0,N,,0,0,N
KIEV11103102,31.10.11,1,31.10.11,Mon,protest,picket,neighborhood,NGO,,"Democratic Alliance, Novosanzhary district inhabitants (Poltava region)",party,party,,,,PR,"People protested against local politician Volodymyr Zamula, who illegally owned some real estate at Sokolova Balka village.",Sokolova Balka feat. DemAlliance,Kyiv,Kyiv,,privatization,,,99,0,0,0,N,,0,0,N
KIEV11103103,31.10.11,1,31.10.11,Mon,protest,picket,neighborhood,,,Novosanzhary district inhabitants (Poltava region),,,neighborhood,NGO,,"Democratic Alliance, Novosanzhary district inhabitants (Poltava region)",A counter-group of street picketers supported politician Volodymyr Zamula.,Sokolova Balka feat. DemAlliance,Kyiv,Kyiv,,privatization,,,,0,0,0,N,,0,0,N
KIEV11103104,31.10.11,1,31.10.11,Mon,protest,picket,,trade union,rightists,People Solidarity,government,law-enforcement,,,,President's Administration,Citizens protested against police and law-enforcement abuse.,,Kyiv,Kyiv,,police abuse,,,,0,0,0,N,,0,0,N
KIEV11103105,31.10.11,1,31.10.11,Mon,protest,rally,,NGO,,KUPR,government,government,,,,President's Administration,"Activists organized a Halloween near President's administration, protesting against Yanukovych' s policy.",KIEV11103105,Kyiv,Kyiv,,anti-government,,,,0,0,0,N,,0,0,N
KIEV11103106,31.10.11,1,31.10.11,Mon,negative response,arrest,state forces,,,,,,,NGO,,KUPR,"Three activists, who organized a Halloween near President's administration, were arrested.",KIEV11103105,Kyiv,Kyiv,,anti-government,,,,3,0,0,N,,0,0,N
KIEV11103107,31.10.11,1,31.10.11,Mon,protest,motorcade,"small business, neighborhood",,,"markets representatives, ""Dniprovsky"" cooperative society, Velyka Soltanivka village inhabitants",local authorities,local authorities,,,,,Activists protested against illegal actions of Kyiv city and region officials. They made a performance of the marriage of Authority and Criminal.,,Kyiv,Kyiv,,corruption ,,,69,0,0,0,N,,0,0,N
KIEV11103108,31.10.11,1,31.10.11,Mon,positive response,accede,law-enforcement,,,Kyiv city attorney,,,neighborhood,,,protesters against building at 2 Pyrogova st.,The illegal building at 2 Pyrogova st. was stopped as a result of numerous protest of local inhabitants.,,Kyiv,Kyiv,,development projects ,,,,0,0,0,N,,0,0,N
KIEV11110101,01.11.11,1,01.11.11,Tue,protest,picket,Chernobyl,party,,Radical party,government,government,,,,Verkhovna Rada,Activists continued their protests for preserving their social payments.,Chernobyl,Kyiv,Kyiv,,social payments,,,999,0,0,0,N,249,0,0,N
KIEV11110102,01.11.11,1,01.11.11,Tue,protest,break in,Chernobyl,party,,Radical party,government,government,,,,Verkhovna Rada,"Protesters broke the fence, entered the yard at the parliament, and tried to enter the building of parliament.",Chernobyl,Kyiv,Kyiv,,social payments,,,999,0,0,0,Y,249,0,0,N
KIEV11110103,01.11.11,1,01.11.11,Tue,negative response,confrontation,state forces,,,police,,,Chernobyl,party,,"protesters for preserving social payments, Radical party",Activists and police clashed.,Chernobyl,Kyiv,Kyiv,,social payments,,,,0,1,0,N,249,1,0,N
KIEV11110104,01.11.11,1,01.11.11,Tue,positive response,accede,government,,,Verkhovna Rada,,,,,environmentalists,,Verkhovna Rada allowed using particular drugs for curing pets.,,Kyiv,Kyiv,,animal rights,,,,0,0,0,N,0,0,0,N
KIEV11110201,02.11.11,1,02.11.11,Wed,protest,rally,Chernobyl,,,,government,government,,,,"Cabinet of Ministers, President's Administration",Chernobyl protesters continued their protests.,Chernobyl,Kyiv,Kyiv,,social payments,,,299,0,0,0,N,,0,0,N
KIEV11110202,02.11.11,1,02.11.11,Wed,negative response,confrontation,state forces,,,police,,,Chernobyl,,,protesters for preserving social payments,Activists and police clashed near President's Administration,Chernobyl,Kyiv,Kyiv,,social payments,,,,0,1,0,N,,0,0,N
KIEV11110203,02.11.11,1,02.11.11,Wed,negotiation,promise,government,,,Minister of social politics Serhiy Tyhipko,,,Chernobyl,,,protesters for preserving social payments,Protesters were promised about keeping their social payments.,Chernobyl,Kyiv,Kyiv,,social payments,,,,0,0,0,N,0,0,0,N
KIEV11110204,02.11.11,1,02.11.11,Wed,positive response,accede,government,,,Ministry of education,,,students,,,students of Kyiv Politechnical institute,"As a response for protests, the provost of Kyiv Polytechnical Institute remained the same",KPI rector,Kyiv,Kyiv,,education,,,,0,0,0,N,0,0,0,N
KM11051301,13.05.11,1,13.05.11,Fri,protest,rally,citizens,,,,"government, local authorities",government,,,,,"Participants of People's Viche demanded resignation of government, parliament, public control on officials' actions, to initiate suit against Prime-minister Azarov, pass alternative Tax Code, restoration of trade unions rights, prolongation of moratorium of land sale",,Khmelnytskyi,Khmelnytskyi,,anti-government,small business rights,,,0,0,0,N,,0,0,N
DN11051401,14.05.11,1,14.05.11,Sat,protest,picket,,NGO,,"""Spilna Sprava"" ('Common Cause"")",government,government,,,,"President Yanukovich, Azarov`s government",People protest against policy of President Yanukovich and his government,,Donetsk,Donetsk,,anti-government,welfare,,41,0,0,0,N,,0,0,N
KIEV11110303,03.11.11,1,03.11.11,Thu,negative response,confrontation,state forces,,,police,,,"Chernobyl, veterans","NGO, party",leftists,"SPU, BYT",Activists and police clashed.,"KIEV11110301, Chernobyl",Kyiv,Kyiv,,social payments,taxes,anti-government,,0,1,0,N,501,2,0,N
KIEV11110304,03.11.11,1,03.11.11,Thu,negative response,arrest,state forces,,,police,,,,party,rightists,Svoboda,"Three Svoboda members, Igolnikov, Babentsov, and Drobot, were arrested during the protest action at Verkhovna Rada.","KIEV11110301, Chernobyl",Kyiv,Kyiv,,social payments,taxes,anti-government,,2,0,0,N,501,0,0,N
DP11051401,14.05.11,1,14.05.11,Sat,protest,rally,,"NGO, party",,"""The Man on Earth"", ""Common Cause"", ""Young, forward!"", ""Front of changes"", BYT",government,goverment,,,,,"In the central square Dnipropetrovsk meeting took place to initiate a referendum concerning the sale of land. The protest was held in the national Day of Wrath. There were many flags BYT and ""Front of Changes"".",Day of Wrath,Dnipropetrovsk,Dnipropetrovsk,,land,price increase,anti-government,299,0,0,0,N,,0,0,N
KH11051401,14.05.11,1,14.05.11,Sat,protest,rally,,"NGO, party, trade union",rightists,"Common Cause, UNP, Svoboda, 'Shield 520' civic organization, 'Burst Through' (Prorvemsia), Front of Changes, Green Front, Kharkiv trade union of businessmen, Civil Position, 'Opir' movement, civic organization 'Forward', Independent trade union Confederation of Ukraine",,government,,,,"National government, President of Ukraine","Dies Irae' rally of people unsatisfied with the politicians in power and current political system, corruption, and acceptance of antipopular Labour, Land, Tax, Housing Codes.",Day of Wrath,Kharkiv,Kharkiv,11:00,corruption,anti-government,welfare,401,0,0,0,N,20,0,0,N
KIEV11110307,03.11.11,1,03.11.11,Thu,protest,picket,,party,,"BYT, Front of Changes",government,government,,,,Verkhovna Rada,Protesters demanded to decriminalize activity for which Yulia Tymoshenko and Yuriy Lutsenko were accused.,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,399,0,0,0,N,,0,0,N
KIEV11110308,03.11.11,1,03.11.11,Thu,protest,picket,,party,rightists,Svoboda,law-enforcement,law-enforcement,,,,,Svoboda demanded to release its activists arrested during Chornobyl-veterans protest at Verkhovna Rada,"KIEV11110301, KIEV11110304",Kyiv,Kyiv,,police abuse,,,,0,0,0,N,,0,0,N
KIEV11110309,03.11.11,1,03.11.11,Thu,negative response,preempt,state forces,,,"SAI, police",,,"Chernobyl, veterans, small business",,,,Police and SAI were trying to prevent movement of participants of the protest near Verkhovna Rada and AutoMaidan,KIEV11110301,Kyiv,Kyiv,,social payments,taxes,anti-government,,0,0,0,N,,0,0,N
KIEV11110310,03.11.11,1,03.11.11,Thu,positive response,release,state forces,,,police,,,,party,rightists,Svoboda,"Three Svoboda members, Igolnikov, Babentsov, and Drobot, were released after being arrested during the protest action at Verkhovna Rada.","KIEV11110301, KIEV11110304",Kyiv,Kyiv,,social payments,,,,0,0,0,N,,0,0,N
KIEV11110401,04.11.11,1,04.11.11,Fri,protest,picket,,party,,"BYT, Front of Changes",government,government,,,,Verkhovna Rada,Protesters demanded to decriminalize activity for which Yulia Tymoshenko and Yuriy Lutsenko were accused.,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,399,0,0,0,N,101,0,0,N
KIEV11110402,04.11.11,1,04.11.11,Fri,protest,picket,,party,,BYT,law-enforcement,court,,,,"Kyiv Pechersky district court, Lukyanivsky investigation cell",Activists demanded freedom to Yulia Tymoshenko.,Tymoshenko trial,Kyiv,Kyiv,,pro-Tymoshenko,,,999,0,0,0,N,,0,0,N
KIEV11110403,04.11.11,1,04.11.11,Fri,protest,beating,,party,rightists,"Svoboda, UNA-UNSO",,,,party,Russian nationalists,Russian bloc,Rightists attacked church procession where Russian nationalists participated,KIEV11110403,Kyiv,Kyiv,,Russian nationalism,,,199,0,0,0,Y,,0,0,N
