ID,Event date,Day,Action,Actor,Actor specified ,Target,Target specified,Event,Oblast,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,,,,,,
LG 19,28-Dec-2009,Mon,arrest,state forces,police,unknown,,Police arrested attackes on Tymoshenko bloc headquarters,Lugansk,Antratsyt,electoral,,,,4,0,0,N,,0,0,,,,,,
LG 2,7-Oct-2009,Wed,rally,"trade union, party","Federation of Trade Unions of Lugansk region, CPU, Party of Regions, SPU ",government,,"Federation of Trade Unions of Lugansk organized  a rally of protest under the slogan ""For decent work, decent life"" in the square in front of Shevchenko's monument",Lugansk,Lugansk,welfare,,,999,0,0,0,N,,0,0,,,,,,
LG 20,23-Dec-2009,Wed,vandalism,"citizens, politician","citizens (including honorary citizens od Stahaniv), deputy of Stahaniv' city council",,,citizens fired on agitational electoral bilboards with pneumatic guns,Lugansk,Stakhaniv,electoral,,,,0,0,0,Y,,0,0,,,,,,
LG 21,23-Dec-2009,Wed,arrest,state forces,police,citizens,"citizens (including honorary citizens od Stahaniv), deputy of Stahaniv' city council","police arrested citizens, who fired on agitational bilboards with pneumatic guns",Lugansk,Stakhaniv,electoral,,,,,0,0,N,,0,0,,,,,,
LG 22,4-Jan-2010,Mon,fine,court,Stahaniv' city court,citizens,,citizen of Stahaniv has been fined (51 grn) for organization of firing agitational billboards with painball guns,Lugansk,Stakhaniv,electoral,23-Dec-2009,,1,0,0,0,N,,0,0,,,,,,
LG 23,9-Jan-2010,Sat,vandalism,"citizens, politician",member of Lugansk' city council from Party of Regions Arsen Klinchajev and 2 others,,,citizens fired at agitational electoral bigboards with paintball guns,Lugansk,Lugansk,electoral,,,3,0,0,0,Y,,0,0,,,,,,
LG 24,9-Jan-2010,Sat,arrest,state forces,police,"citizens, politician",deputy of Lugansk' city council from Regions Party Arsen Klinchajev and 2 others,"police arrested citizens, who fired on agitational electoral bilboards with paintball guns",Lugansk,Lugansk,electoral,,,,3,0,0,N,,0,0,,,,,,
LG 25,9-Jan-2010,Sat,beating,state forces,police,party ,Party of Regions,"Regions Party claims that Arsen Klinchajev, arrested for firing on agitational billboards with painball guns, has been beaten by police and now is hospitalized",Lugansk,Lugansk,electoral,,,1,0,1,0,N,0,0,0,,,,,,"
"
LG 26,16-Jan-2010,Sat,support,local authorities,Lugansk mayor,neighborhood,"residents of the house at 58, Sovetska str","Lugansk' mayor Serhiy Kravchenko gave an order to examine situation with construction near the house at Sovetska str, 58 after residents of this house wrote a collective complain to Lugansk' city council",Lugansk,Lugansk,development projects,,,,0,0,0,N,,0,0,,,,,,
LG 27,27-Jan-2010,Wed,accede,local authorities,Lugansk city council deputies,neighborhood ,"residents of the house at 58, Sovetska str","deputies of Luhansk city council declared invalid the decision of the City Council on the transfer of lease of land at ul. Sovetskaya, 58",Lugansk,Lugansk,development projects,16-Jan-2010,,,0,0,0,N,0,0,0,,,,,,
LG 28,7-Feb-2010,Sun,bomb,unknown,,,,"There was an anonymous phone call  about a bomb in polling station  № 111, 88 (of Lutugino), 120, 121 (Roskoshnoye village, Lutuginsky area)), 95 (Uspenka village). Voting was temporaliry terminated, but after examination of the building there was nothing found.",Lugansk,Lutugine district,electoral,7-Jan-2010,10:00,,0,0,0,N,0,0,0,,,,,,
LG 29,7-Feb-2010,Sun,bomb,unknown,,,,"in the city police department city Lysychanska (Luhansk region) was received an anonymous phone about mining space of five polling stations - № 4, 7, 9, 30, 37 (constituency № 110). Voting in these polling stations was temporaliry terminated, but after examination of the building there was nothing found.",Lugansk,Lysychansk,electoral,7-Jan-2010,15:00,,0,0,0,N,0,0,0,,,,,,
LG 3,7-Oct-2009,Wed,symbolic,NGO,,local authorities,regional council," NGOs held flashmob ""City of Children"" directed against ignoring the problems of housing allocation for orphans by local authorities",Lugansk,Lugansk,orphans,,,,0,0,0,N,,0,0,,,,,,
LG 30,12-Mar-2010,Fri,rally,workers,"workers of ""Rovenkyantratsyt"" plant",state enterprise,"director of ""Rovenkyantratsyt"" Oleksandr Bogdanov","workers of ""Rovenkyantratsyt"" plant protest against appointment Oleksandr Bogdanov to a post of director",Lugansk,Rovenky,labor rights,,,,0,0,0,N,,0,0,,,,,,
LG 31,13-Mar-2010,Sat,rally,"workers, trade union","workers and trade union of ""Pervomayskaya"" mine",state enterprise,"chief director of state enterprise ""Pervomaysk coal"" (""Первомайскуголь"") Volodymyr Vorotilin","workers and trade union of ""Pervomayskaya"" mine protested against discharge of mine's director Serhey Baranov",Lugansk,Pervomaysk,labor rights ,,,,0,0,0,N,,0,0,,,,,,
LG 32,14-Mar-2010,Sun,rally,NGO,"Lugansk People Front, Labor Movement ""Solidarity"",  Civil Communal Self-defence, My house-Lugansk",local authorities,,"several NGOs carried out a rally, dedicated to the World Day of consumer rights. They criticized work of local authorities and decided to create Civil Rightful Government as an instrument of direct democracy. ",Lugansk,Lugansk,civic liberties,,,,0,0,0,N,,0,0,,,,,,
LG 33,15-Mar-2010,Mon,strike,workers,"workers of ""Antratsyt trolleybus department"" ",communal enterprise,Antratsyt trolleybus department,"workers of ""Antratsyt trolleybus department"" started strike, demanding to pay off depts and pay wages in time",Lugansk,Antratsyt,wage arrears,,,30,0,0,0,N,,0,0,,,,,,
LG 33,16-Mar-2010,Tue,strike,workers,"workers of ""Antratsyt trolleybus department"" ",communal enterprise,Antratsyt trolleybus department,"workers of ""Antratsyt trolleybus department"" are on strike, demanding to pay off depts and pay wages in time",Lugansk,Antratsyt,wage arrears,,,30,0,0,0,N,,0,0,,,,,,
LG 33,17-Mar-2010,Wed,strike,workers,"workers of ""Antratsyt trolleybus department"" ",communal enterprise,Antratsyt trolleybus department,"workers of ""Antratsyt trolleybus department"" are on strike, demanding to pay off depts and pay wages in time",Lugansk,Antratsyt,wage arrears,,,30,0,0,0,N,,0,0,,,,,,
LG 33,18-Mar-2010,Thu,strike,workers,"workers of ""Antratsyt trolleybus department"" ",communal enterprise,Antratsyt trolleybus department,"workers of ""Antratsyt trolleybus department"" are on strike, demanding to pay off depts and pay wages in time",Lugansk,Antratsyt,wage arrears,,,30,0,0,0,N,,0,0,,,,,,
LG 33,19-Mar-2010,Fri,strike,workers,"workers of ""Antratsyt trolleybus department"" ",communal enterprise,Antratsyt trolleybus department,"workers of ""Antratsyt trolleybus department"" are on strike, demanding to pay off depts and pay wages in time",Lugansk,Antratsyt,wage arrears,,,30,0,0,0,N,,0,0,,,,,,
LG 33,20-Mar-2010,Sat,strike,workers,"workers of ""Antratsyt trolleybus department"" ",communal enterprise,Antratsyt trolleybus department,"workers of ""Antratsyt trolleybus department"" are on strike, demanding to pay off depts and pay wages in time",Lugansk,Antratsyt,wage arrears,,,30,0,0,0,N,,0,0,,,,,,
LG 33,21-Mar-2010,Sun,strike,workers,"workers of ""Antratsyt trolleybus department"" ",communal enterprise,Antratsyt trolleybus department,"workers of ""Antratsyt trolleybus department"" are on strike, demanding to pay off depts and pay wages in time",Lugansk,Antratsyt,wage arrears,,,30,0,0,0,N,,0,0,,,,,,
LG 34,19-Mar-2010,Fri,obstruction,small business,businessmen from Lugansk' central market,local authorities,,"businessmen from Lugansk' central market blocked the street, demanding cancellation of rent increase and establishment of transparent relations with market's administration. Action was unapproved, so none of authority's representative came to activists",Lugansk,Lugansk,small business rights,,,101,0,0,0,N,,0,0,,,,,,
LG 35,19-Mar-2010,Fri,negotiation,"local authorities, government","National depatrment of mediation and reconciliation (NSPP), deputy mayor of Antratsyt",workers,"workers of ""Antratsyt trolleybus department"" ","NSPP officials together with local authorities representative came to Antratsyt trolleybus department, explaining to strikers, that they had violated rules of labor disputes and thus don't have a right to strike",Lugansk,Antratsyt,wage arrears,,,,0,0,0,N,,0,0,,,,,,
LG 36,22-Mar-2010,Mon,resign,workers,"workers of ""Antratsyt trolleybus department"" ",,,after the visit of NSPP officials workers decided to stop the strike,Lugansk,Antratsyt,wage arrears,,,30,0,0,0,N,,0,0,,,,,,
LG 37,1-Apr-2010,Thu,picket,workers,"workers of ""Lysychansk soda""",state enterprise,"director of ""Lysychansk soda"" Hennadiy Halunov","workers of ""Lysychansk soda"" picketed enterprise's administration, demanding to pay them 4 month's ware arrears. Some protesters came with children. ",Lugansk,Lysychansk,wage arrears,,,299,0,0,0,N,,0,0,,,,,,
LG 38,1-Apr-2010,Thu,obstruction,workers,"workers of ""Lysychansk soda""",state enterprise,"director of ""Lysychansk soda"" Hennadiy Halunov","when director of the enterprise had not come out to workers, they obstructed one of the central streets of the city, demanding urgent meeting with him.",Lugansk,Lysychansk,wage arrears,,,299,0,0,0,N,,0,0,,,,,,
LG 39,3-Apr-2010,Sat,rally,car owners,scooter drivers,law-enforcement,state authomobile inspection (ДАІ),scooter drivers protested against scooters' registration and changes in the procedure of receiving a scooter driving license,Lugansk,Lugansk,traffic regulation,,,,0,0,0,N,,0,0,,,,,,
LG 4,8-Oct-2009,Thu,appeal,trade union,The central committee of trade union of the coal industry workers,court,Kiev district administrative court,"""The central committee of Trade union of the coal industry workers of Ukraine has submitted the claim to Kiev district administrative court with the request to nullify the order of the Minister of the coal industry on reorganization of mines",Lugansk,Lugansk,labor rights ,17-Jun-2009,,,0,0,0,N,,0,0,,,,,,
LG 40,13-Apr-2010,Tue,rally,"workers, trade union","workers and trade union of ""Lysychansk soda""",state enterprise,"""Lysychansk soda"" plant","workers and trade union of ""Lysychansk soda"" held a rally, demanding to pay them wage arrears.",Lugansk,Lysychansk,wage arrears,,,,0,0,0,N,,0,0,,,,,,
LG 41,13-Apr-2010,Tue,rally,"neighborhood, party","residents of the residential area Leninskiy Komsomol, Front Zmin",local authorities,Lugansk city mayor,"residents of the residential area Leninskiy Komsomol organized a rally, demanding to close the chalk-plant, that pollutes atmosphere in the residential areas, adjacent to the plant.",Lugansk,Lugansk,environment,,,201,0,0,0,N,,0,0,,,,,,
LG 42,13-Apr-2010,Tue,disrupt,unknown,"men, presumably hired by plant's owners","neighborhood, party","residents of the residential area Leninskiy Komsomol, Front Zmin","men, presumably hired by plant's owners, tried to disrupt the rally, but were stopped by police.",Lugansk,Lugansk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 43,13-Apr-2010,Tue,intervention,state forces,police,private guards,"men, presumably hired by plant's owners","men, presumably hired by plant's owners, tried to disrupt the rally, but were stopped by police.",Lugansk,Lugansk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 44,22-Apr-2010,Thu,rally,party,"CPU, SPU, SDPU (o)",,,"CPU and other leftist parties held a rally and motor rally, dedicated to 140th birth anniversary of Lenin",Lugansk,Lugansk,Soviet holiday,,,,0,0,0,N,,0,0,,,,,,
LG 45,26-Apr-2010,Mon,preempt,state forces,police,party,BYT,"police stopped the bus with BYT activists, who where going to Kyiv to protest action against ratification of Kharkiv treaties.",Lugansk,Yubileiny urban village,Black sea fleet,,,,0,0,0,N,,0,0,,,,,,
LG 46,27-Apr-2010,Tue,rally,"party, NGO","UNP, Bat'kivshchyna, Organization of Ukrainian nationalists, "" Prosvita"" and others",government,,representatives of several parties and NGO's held a protest action against Kharkiv treaties.,Lugansk,Lugansk,Black sea fleet,,,15,0,0,0,N,,0,0,,,,,,
LG 47,29-Apr-2010,Thu,picket,citizens,,"local authorities, communal enterprise","Lugansk city authorities, ""Teplocommunenergo""",citizens held a protest action to show their discontent with city heating system,Lugansk,Lugansk,public utilities,,,49,0,0,0,N,,0,0,,,,,,
LG 48,3-May-2010,Mon,vandalism,unknown,,,,at night unknown persons threw eggs filled with blue end red paints on billboards with portrait of Stalin.,Lugansk,Lugansk,anti-Communism,,,,0,0,0,Y,0,0,0,,,,,,
LG 49,1-May-2010,Sat,rally,"party, leftists",,,,"left forces held a rally, dedicated to the International Labour Day",Lugansk,Lugansk,May Day,,,,0,0,0,N,,0,0,,,,,,
LG 5,14-Oct-2009,Wed,rally,party,CPU,government,,"rally on the Day of united action against fascism was held in Lugansk.They demanded that the authorities have begun the real steps to fight with the popularization of the fascist, neo-fascist organizations in Ukraine",Lugansk,Lugansk,OUN-UPA,,,99,0,0,0,N,,0,0,,,,,,
LG 50,11-May-2010,Tue,bomb,pensioners,,company,credit union,"a pensioner, who can`t get a credit for the treatment, decided to call to police and report about a bomb at meeting of the ctrecit union.Bomb hasn't been found, a criminal case against a pensioner is open.
",Lugansk,Lugansk,loans,,,1,,0,0,N,,0,0,,,,,,
LG 51,10-May-2010,Mon,preempt,state forces,,party,"""Svoboda""","private bus drivers refused to drive Svoboda activists to protest action in Kyiv, claiming, that state forces threatened them with cancelling their driving license",Lugansk,Lugansk,Black sea fleet,,,,0,0,0,N,,0,0,,,,,,
LG 52,10-May-2010,Mon,harass,state forces,state auto inspection,party,head of Lugansk Svoboda Dmytro Snegyryov,"the day before planning trip to the protest action in Kyiv, a car of Dmytro Snegygyov was 3 times stopped by state auto inspection, also inspection called to him, asking to give them his car for examination",Lugansk,Lugansk,Black sea fleet,,,,0,0,0,N,,0,0,,,,,,
LG 53,20-May-2010,Thu,picket,workers,"workers of ""Lysychansk soda""",state enterprise,"""Lysychansk soda"" plant","workers again picketed the administration of ""Lysychansk soda"", demanding to pay them treir wages.",Lugansk,Lysychansk,wage arrears,,,69,0,0,0,N,,0,0,,,,,,
LG 54,25-May-2010,Tue,picket,workers,"workers of ""Lysychansk soda""",state enterprise,"office of ""Lysychansk soda"" plant","workers  picketed the office of ""Lysychansk soda"", demanding to pay them their wages, but nobody came out.",Lugansk,Lysychansk,wage arrears,,,,0,0,0,N,,0,0,,,,,,
LG 55,25-May-2010,Tue,break in ,workers,"workers of ""Lysychansk soda""",state enterprise,"office of ""Lysychansk soda"" plant",the workers have broken in the office.,Lugansk,Lysychansk,wage arrears,,,,0,0,0,N,,0,0,,,,,,
LG 56,26-May-2010,Wed,picket,workers,"workers of the ""Lysychansk soda""",state enterprise,"administration of ""Lysychansk soda"" plant","workers  picketed the administration building of ""Lysychansk soda"", demanding to pay them treir wages. ",Lugansk,Lysychansk,wage arrears,,,301,0,0,0,N,,0,0,,,,,,
LG 57,26-May-2010,Wed,break in,workers,"workers of the ""Lysychansk soda""",state enterprise,"administration of ""Lysychansk soda"" plant","the workers have broken in the office of the chief director, breaking the metal barrier at the entrance checkpoint.",Lugansk,Lysychansk,wage arrears,,,301,0,0,0,Y,,0,0,,,,,,
LG 58,26-May-2010,Wed,negotiation,state enterprise,"chief director of ""Lysychansk soda"" Hennadiy Halunov",workers,"workers of the ""Lysychansk soda""","chief director of ""Lysychansk soda"" Hennadiy Halunov had been forced to communicate with workers but could not tell them anything certain.",Lugansk,Lysychansk,wage arrears,,,301,0,0,0,N,0,0,0,,,,,,
LG 59,28-May-2010,Fri,picket,"party, NGO","Green party, ""SSSR"" and other NGO's",local authorities,Lugansk city council,"several NGOs held a picket, demanding to protect small business rights",Lugansk,Lugansk,small business rights,,,299,0,0,0,N,,0,0,,,,,,
LG 6,14-Oct-2009,Wed,symbolic,rightists,,,,"unknown patriots made about 20 patriotic content graffiti on buildings, monuments of architecture in Rovenki to the unniversary of the UPAfounding",Lugansk,Rovenky,OUN-UPA,,,,0,0,0,N,0,0,0,,,,,,
LG 60,31-May-2010,Mon,symbolic,artists,literary group “Stan”,,,performance with the mummy of Stalin in the primary roll,Lugansk,Lugansk,anti-Communism,,11:00,1,0,0,0,N,,0,0,,,,,,
LG 61,1-Jun-2010,Tue,picket,citizens,,state forces,Lugansk regional department of Home Office (МВC),"protesters demanded to punish policemen, guilty of the feath of Ihor Indylo, and stop police abuse in Ukraine.",Lugansk,Lugansk,police abuse,19-May-2010,,9,0,0,0,N,,0,0,,,,,,
LG 62,4-Jun-2010,Fri,support,"local authorities, NGO, party","deputies from Lugansk city ans regional councils, ""Front of Changes"" (""Фронт змін""), movement ""Lugansk - my home""",neighborhood,residents of the Stepnyj district,"residents of the Stepnyj district held a meeting, demanding to stop the construction of the concrete factory in the living zone. representatives of local authorities and NGO's also came to the meeting and suggested their support.",Lugansk,Lugansk,development projects,,,501,0,0,0,N,0,0,0,,,,,,
LG 63,4-Jun-2010,Fri,accede,local authorities,,neighborhood,residents of the Stepnyj district,"due to the neighborhood's protest, the conctruction of the concrete factory was temporaly stopped.",Lugansk,Lugansk,development projects,,,,0,0,0,N,0,0,0,,,,,,
LG 64,10-Jun-2010,Thu,rally,students,,state forces,police,"the action in the memory of the student, killed by police",Lugansk,Lugansk,police abuse,26-May-2010,,,0,0,0,N,,0,0,,,,,,
LG 65,9-Jun-2010,Wed,picket,workers,"workers of the state factory ""Lysychansk CHP (ТЕЦ)""",state enterprise,"administration of the ""Lysychansk soda""","the workers demanded for opening of the ""Lysychansk soda"" and for returning the debt",Lugansk,Lysychansk,wage arrears,,11:00,,0,0,0,N,,0,0,,,,,,
LG 66,11-Jun-2010,Fri,picket,"workers, trade union","workers and trade union of state open stock society ""Shakhtoprokhodka""",local authorities,Lugansk regional state administration,"workers of ""Shakhtoprokhodka"" demanded to pay them their wages.",Lugansk,Lugansk,wage arrears,,9:00 - 11:30,10,0,0,0,N,,0,0,,,,,,
LG 67,15-Jun-2010,Tue,picket,"workers, trade union","workers and trade union of state open stock society ""Shakhtoprokhodka""",local authorities,Lugansk regional state administration,"workers of ""Shakhtoprokhodka"" demanded to pay them their wages.",Lugansk,Lugansk,wage arrears,,,,0,0,0,N,,0,0,,,,,,
LG 67,16-Jun-2010,Wed,picket,"workers, trade union","workers and trade union of state open stock society ""Shakhtoprokhodka""",local authorities,Lugansk regional state administration,"workers of ""Shakhtoprokhodka"" demanded to pay them their wages.",Lugansk,Lugansk,wage arrears,,,,0,0,0,N,,0,0,,,,,,
LG 68,17-Jun-2010,Thu,picket,workers,"workers of the chemical plant ""Yuzhnyi""",state enterprise,"administration of the chemical plant ""Yuzhnyi""","workers of the plant held a protest action, demanding to pay them their wages, and solve other problems, including those with transport and board.",Lugansk,Rubezhnoie,wage arrears,,,,0,0,0,N,,0,0,,,,,,
LG 69,24-Jun-2010,Thu,picket,trade union,representatives of Lugansk trade unions,local authorities,Lugansk regional state administration,"representatives of trade unions held a protest action, demanding to provide adequate wages and working conditions.",Lugansk,Lugansk,labor rights,,,31,0,0,0,N,,0,0,,,,,,
LG 7,15-Oct-2009,Wed,arrest,state forces,police,rightists,"Organization ""Patriot of Ukraine""","2 activists of te organization """"Patriot of Ukraine"""" were arrested for making over 20 patriotic context greffity on the buildings of Rovenky town",Lugansk,Rovenky,OUN-UPA,14-Oct-2009,10:00,,2,0,0,N,,0,0,,,,,,
LG 70,24-Jun-2010,Thu,picket,workers,"workers of state open stock society ""Shakhtoprokhodka""",local authorities,Lugansk regional state administration,"workers of ""Shakhtoprokhodka"" again held a picket, demanding to pay them their wages.",Lugansk,Lugansk,wage arrears,,,,0,0,0,N,,0,0,,,,,,
LG 71,28-Jun-2010,Mon,rally,"neighborhood, party","residents of Stepnyi district, Front Zmin",local authorities,,"residents of the Stepnyj district held a rally, demnding from local authorities of all levels to stop the construction of the factory in the living zone.",Lugansk,Lugansk,development projects,4-Jun-2010,,501,0,0,0,N,,0,0,,,,,,
LG 72,28-Jun-2010,Mon,obstruction,"neighborhood, party","residents of Stepnyi district, Front Zmin",local authorities,,at the end of the rally potesters obstructed the road for 5 minutes.,Lugansk,Lugansk,development projects,4-Jun-2010,,501,0,0,0,N,,0,0,,,,,,
LG 73,8-Jun-2010,Tue,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"people blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,9-Jun-2010,Wed,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,10-Jun-2010,Thu,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,11-Jun-2010,Fri,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,12-Jun-2010,Sat,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,13-Jun-2010,Sun,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,14-Jun-2010,Mon,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,15-Jun-2010,Tue,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,16-Jun-2010,Wed,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,17-Jun-2010,Thu,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,18-Jun-2010,Fri,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,19-Jun-2010,Sat,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,20-Jun-2010,Sun,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,21-Jun-2010,Mon,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,22-Jun-2010,Tue,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,23-Jun-2010,Wed,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,24-Jun-2010,Thu,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,25-Jun-2010,Fri,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,26-Jun-2010,Sat,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,27-Jun-2010,Sun,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,28-Jun-2010,Mon,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,29-Jun-2010,Tue,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,30-Jun-2010,Wed,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 setlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,1-Jul-2010,Thu,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 settlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,2-Jul-2010,Fri,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 settlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
LG 73,3-Jul-2010,Sat,obstruction,"neighborhood, NGO","residents of the ex-mine's 1/2 settlement, Labour Movement ""Solidarity""",local authorities,Sverdlovsk city mayor,"local residents together with ""Solidarity""blocked the street, demanding to stop storing of waste products in their settlement",Lugansk,Sverdlovsk,environment,,,,0,0,0,N,,0,0,,,,,,
