ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Number of protesters,Number of protesters arrested,Number of protesters injured,Number of protesters killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
RV12071301,13.07.12,1,13.07.12,Fri,positive response,support,local authorities,,,Rivne oblast' Rada,,,,party,,United Opposition parties,"After numerous protests in Rivne, oblast' Rada deputies decided to address Yanukovych and request him to veto the language bill.","Language bill, Rivne",Rivne,Rivne,,language,,,,0,0,0,N,0,0,0,N
KIEV12071401,14.07.12,1,14.07.12,Sat,protest,symbolic,football fans,,,FC Dynamo Kiev football fans,,government,,,,"Government in power, Verkhovna Rada","Football fans expanded a banner ""There are 46 million tongues in Ukraine, but only one language"" and sang the anthem of Ukraine during a league match against Metalurg Donetsk.","Language bill, Kiev",Kyiv,Kyiv,,language,,,,0,0,0,N,0,0,0,N
LUTSK12071402,14.07.12,1,14.07.12,Sat,other repression,beating,unknown,,,"Three attackers (one of them being an UPC MP priest, others unknown)",,,journalists,initiative group,,"Vidsich Civic Movement, journalists of ""Perec' Volyns'kyi""","Protesters were beaten by three people of sporting body type, with their cameras damaged. The attackers then got into the car, going away.",LUTSK12071401,Lutsk,Vetly village,,anti-Martynyuk,electoral,,,0,1,0,Y,0,0,0,N
LUTSK12071403,14.07.12,1,14.07.12,Sat,other repression,beating,unknown,,,"Six attackers (one of them being an UPC MP priest, others unknown)",,,journalists,initiative group,,"Vidsich Civic Movement, journalists of ""Perec' Volyns'kyi""","After a local policeman arrived, the attackers came back with three more and continued beating, while the policeman fled.",LUTSK12071401,Lutsk,Vetly village,,anti-Martynyuk,electoral,,,0,1,0,Y,1,0,0,N
LVIV12071401,14.07.12,1,14.07.12,Sat,protest,blockade,neighborhood,,,Gayok village inhabitants,local authorities,local authorities,,,,Lviv oblast' state administration,Protest against bad road in Lviv - Lutsk direction. The protesters blocked the road by moving on the crossing all the time.,LVIV12071401,Lviv,Gayok village,12:00:00 PM,public utilities,,,95,0,0,0,N,,0,0,N
LVIV12071402,14.07.12,1,14.07.12,Sat,negative response,fight,car owners,,,Truck driver,,,neighborhood,,,Gayok village inhabitants,"One of the truck drivers on the blocked road attacked the protesters, engaging in a fight.",LVIV12071401,Lviv,Gayok village,,public utilities,,,,0,0,0,N,,0,0,N
LVIV12071403,14.07.12,1,14.07.12,Sat,negative response,fight,state forces,,,"Police forces, Berkut",,,neighborhood,,,Gayok village inhabitants,"Police forces allegedly provoked a fight with the protesters, and Berkut arrived to help their colleagues.",LVIV12071401,Lviv,Gayok village,,public utilities,,,,0,0,0,N,,0,0,N
LVIV12071404,14.07.12,approximate,16.07.12,Sat,protest,blockade,,initiative group,,Let Us Pass,car owners,car owners,,,,Car owners in Lviv,"Special limiting polls were installed on the pavement on Galyts'ka square, as car owners tend to park on the pavement there.",,Lviv,Lviv,,traffic regulation,,,,0,0,0,N,0,0,0,N
LVIV12071405,14.07.12,approximate,17.07.12,Sat,negative response,harass,law-enforcement,,,Lviv public prosecution,,,neighborhood,,,Gayok village inhabitants,Road blockers are allegedly being harassed by the law-enforcement bodies for their actions.,LVIV12071401,Lviv,Gayok village,,public utilities,,,,0,0,0,N,0,0,0,N
LVIV12071406,14.07.12,approximate,17.07.12,Sat,negative response,criminal case,law-enforcement,,,Lviv public prosecution,,,neighborhood,,,Gayok village inhabitants,A criminal case was opened against road blockers.,LVIV12071401,Lviv,Gayok village,,public utilities,,,,0,0,0,N,0,0,0,N
SUMY12071401,14.07.12,1,14.07.12,Sat,protest,symbolic,,party,leftists,CPU,,government,,,,oligarchs in power,CPU proposed people to shoot abstract unified oligarchs poster with eggs.,,Sumy,Sumy,,anti-government,anticapitalism,,,0,0,0,N,,0,0,N
DP12071501,15.07.12,1,15.07.12,Sun,protest,symbolic,,"party, NGO",rightists,"Svoboda, UNP, KUN, Our Ukraine, Pan-Ukrainian Veterans Union, GRAD, Moloda Sich, VZT im. O.Teligy",,government,,,,"Government in power, Verkhovna Rada","Commemoration of the Act of Military Union, 1919, with strong criticism against current government for abusing civic freedoms.",,Dnipropetrovsk,Dnipropetrovsk,,anti-government,civic liberties,Ukrainian nationalism,,0,0,0,N,,0,0,N
MK12071501,15.07.12,1,15.07.12,Sun,protest,graffiti,unknown,,,Unknown protesters,,government,,,,"Government in power, Verkhovna Rada",Insciptions with poetic quotes calling to safeguard Ukrainian language were written on billboards which propagate the language bill.,"Language bill, Mykolaiv",Mykolaiv,Mykolaiv,,language,,,,0,0,0,Y,0,0,0,N
UZ12071502,15.07.12,approximate,16.07.12,Sun,protest,blockade,neighborhood,,,"Inhabitants of a house Ilony Zrini, 115",local authorities,"local authorities, car owners",,,,"Uzhgorod local authorities, drivers","Blockade of a road near the house as a protest against changes in traffic regulation, which allowed cars to drive in the yard where children play.",,Uzhgorod,Uzhgorod,,traffic regulation,,,,0,0,0,N,,0,0,N
ZT12071501,15.07.12,1,15.07.12,Sun,protest,arson,unknown,,,Unknown arsoners,,politician,,,,Natalya Borovs'ka,"House of Natalya Borovs'ka, FoC deputy of the city Rada and head of a charity NGO ""I am a Mother"", was put on fire.",,Zhytomyr,Zhytomyr suburbs,,anti-Borovs'ka,,,,0,0,0,Y,0,0,0,Y
CK12071601,16.07.12,approximate,16.07.12,Mon,other repression,destroy,unknown,,,likely the police,,,,party,,"Front Zmin, Batkivshyna (For Batkivshyna!)",Unknown (likely the police who informally asked local opposition to do that) dismantled united opposition city lights with Y.Tymoshenko.,,Cherkasy,Zhashkiv,,anti-Tymoshenko,electoral,anti-Yatseniuk,,0,0,0,Y,,0,0,N
CRIMEA12071601,16.07.12,1,16.07.12,Mon,protest,graffiti,unknown,,,Unknown vandals,,ethnic minority,,,,Crimean Tartars,"On the portrait of Soviet Union war pilot Ametkhan Sultan, of Tartar origin, somebody drew a swastika.",CRIMEA12071601,Crimea,Simferopol,,neofascism,,,,0,0,0,Y,0,0,0,Y
CRIMEA12071602,16.07.12,1,16.07.12,Mon,protest,symbolic,neighborhood,,,Sevastopol citizens,local authorities,local authorities,,,,Sevastopol local authorities,"As a protest against building a theme park in Maksymova Dacha park, Sevastopol citizens cleaned garbage in the area and burned a toy Mickey Mouse.",,Crimea,Sevastopol,,development projects,,,,0,0,0,N,,0,0,N
DN12071601,16.07.12,1,16.07.12,Mon,negative response,imprisonment,court,,,Voroshilovsky vic court of Donetsk,,,,NGO,,Citizen Power K.Lavrov,K.Lavrov used to protest against a development project of MAKO - corporation of V.Yanukovich's son (son of Yanukovich). They accused him of blackmailing them and demanding money to stop those protests. Now court decided to imprison him for 5 years!,,Donetsk,Donetsk,,development projects,,,,1,0,0,N,,0,0,N
DP12071601,16.07.12,2,18.07.12,Mon,protest,strike,workers,,,Dnipropetrovsk subway builders,state enterprise,state enterprise,,,,Dniprometrobud (Dnipropetrovsk subway building company),Strike as a protest against wage arrears for Dniprometrobud workers.,,Dnipropetrovsk,Dnipropetrovsk,,wage arrears,,,201,0,0,0,N,,0,0,N
DP12071603,16.07.12,1,16.07.12,Mon,protest,picket,neighborhood,,,Novomoskovsk inhabitants,local authorities,"local authorities, company",,,,"Dnipropetrovsk oblast' local authorities, petroleum company","Protests against building a gas station in Novomoskovsk, as it would cause harm to the environment.",,Dnipropetrovsk,Novomoskovsk,,development projects,environment,,31,0,0,0,N,,0,0,N
KH12071601,16.07.12,1,16.07.12,Mon,protest,picket,,party,leftists,CPU,,state enterprise,,,,Ukrzaliznytsia,"Communists' had a picket on Svoboda square, protesting against high transport fees and inconvenient train schedule",,Kharkiv,Kharkiv,9:00-10:00,public transportation,,,19,0,0,0,N,,0,0,N
KH12071602,16.07.12,1,16.07.12,Mon,protest,attack,unknown,,,,,,,party,,"S.Vlasenko, lawyer Tymoshenko","Unknown woman poured brilliant green into the face of S.Vlasenko and injured his eye. Probably, she is a member of Young Regions",,Kharkiv,Kharkiv,,anti-Vlasenko,,,1,0,0,0,N,,0,0,N
KH12071604,16.07.12,1,16.07.12,Mon,negative response,imprisonment,court,,,Kyiv Regional Court in Kharkiv,,,,NGO,rightists,"O.Odnorozhenko, member of Patriot of Ukraine",Court extended term of detainment for O.Odnorozhenko,,Kharkiv,Kharkiv,,Ukrainian nationalism,,,,1,0,0,N,,0,0,N
KIEV12071601,16.07.12,1,16.07.12,Mon,negative response,deprivation of property,local authorities,,,Kiev local authorities,,,art institution,initiative group,,"Save Old Kiev', Gostynna Respublika","A decision was taken to move Podol Theatre, currently located in Gostynyj Dvir and occupied by activists, to a theatre on Andriivskyi uzviz.",Gostynyi Dvir,Kyiv,Kyiv,,development projects,,,,0,0,0,N,0,0,0,N
KIEV12071602,16.07.12,1,16.07.12,Mon,negative response,harass,government,,,Governmental structures,,,company,,,Private medical companies,"Private medical companies (Dobrobut, Borys, Medikom, Eurolab, Aibolyt) did not send their cars to help those conducting hunger strike, allegedly due to harrases from governmental structures.",Language bill,Kyiv,Kyiv,,language,,,,0,0,0,N,0,0,0,Y
KIEV12071603,16.07.12,approximate,17.07.12,Mon,negative response,arson,unknown,,,Unknown arsoners,,,,,environmentalists,Environment activist,Fence of environment activist Eugene Ovcharenko's house was put on fire.,,Kyiv,Irpin,,environment,development projects,,,0,0,0,Y,0,0,0,N
LVIV12071601,16.07.12,2,,Mon,protest,tent camp,,party,,United Opposition parties,,government,,,,"Government in power, Verkhovna Rada","""Fan zone"" of Ukrainian language, with set tents, was opened in the centre of Lviv. Gathering of signatures has started.","Language bill, Lviv",Lviv,Lviv,,language,,,,0,0,0,N,,0,0,N
SUMY12071601,16.07.12,1,16.07.12,Mon,protest,picket,Chernobyl,NGO,,Chernobyl-Sumy,law-enforcement,,,,,prosecutors' office,"Although prosecutors' office had already supported them and seems to be promoting their demands, special drug store for Chernobyl was temporarily closed. They address prosecutors to manage the situation.",SUMY12070601,Sumy,Sumy,,public health,,,,0,0,0,N,,0,0,N
CK12071701,17.07.12,1,17.07.12,Tue,protest,rally,,party,,Party of Regions,,party,,,,Batkivshyna,"PR counter-rally the ''Ukraine without Yanukovich"" (gathering of signatures by opposition parties) in Cherkasy.",CK12071701,Cherkasy,Cherkasy,,anti-Tomenko,electoral,pro-Yanukovych,4,0,0,0,N,,0,0,N
CK12071702,17.07.12,1,17.07.12,Tue,protest,rally,,party,,Batkivshyna,,"local authorities, party",,,,Party of Regions,Besides Ukraine without Yanukovich opposition of Cherkasy want Cherkasy withot governor Tulub.,CK12071701,Cherkasy,Cherkasy,,anti-Tulub,anti-Yanukovych,,,0,0,0,N,,0,0,N
CK12071703,17.07.12,1,17.07.12,Tue,protest,confrontation,,party,,Batkivshyna,,,,party,,Party of Regions,"Agitators of PR and united opposition teared up one anothers posters, no one was hurt.",CK12071701,Cherkasy,Cherkasy,,electoral,,,,0,0,0,N,,0,0,N
CRIMEA12071701,17.07.12,1,17.07.12,Tue,protest,picket,veterans,,,Afghanistan war veterans,local authorities,local authorities,,,,Sevastopol city state administration,"A picket to remind the local authorities to fulfill the ""Veteran"" program concerning veterans' needs.",CRIMEA12071701,Crimea,Sevastopol,,welfare,,,,0,0,0,N,,0,0,N
CRIMEA12071702,17.07.12,1,17.07.12,Tue,positive response,accede,local authorities,,,Sevastopol city state administration,,,veterans,,,Afghanistan war veterans,The protesters were assured that funds were already allocated for flats and land to be given to the veterans.,CRIMEA12071701,Crimea,Sevastopol,,welfare,,,,0,0,0,N,,0,0,N
DP12071701,17.07.12,1,17.07.12,Tue,protest,rally,"small business, citizens","NGO, party",rightists,"Enterpreneurs from Nagirnyi marketplace, Dnipropetrovsk citizens, Svoboda, Enterpreneurs Self-Defense",local authorities,local authorities,,,,Dnipropetrovsk local authorities,"Protest against unexpected closure of Nagirnyi market in Dnipropetrovsk, as a new trade centre is going to be built on the same place. Citizens protected the market, as fresh products were sold there.",,Dnipropetrovsk,Dnipropetrovsk,,small business rights,development projects,,150,0,0,0,N,,0,0,N
IF12071701,17.07.12,1,17.07.12,Tue,protest,symbolic,,initiative group,,Ukrainian House Ivano-Frankivsk,,government,,,,"Government in power, Verkhovna Rada","Public training on how to assemble an AK-47 and Makarov to ""protect Ukraine against enemies"" and as propaganda of military service.","Language bill, Ivano-Frankivsk",Ivano-Frankivsk,Ivano-Frankivsk,,language,anti-government,,,0,0,0,N,,0,0,N
IF12071702,17.07.12,approximate,18.07.12,Tue,positive response,support,local authorities,,,Ivano-Frankivsk oblast' Rada,,,,party,rightists,"Svoboda, Civic Position, UDAR, Front of Changes, Our Ukraine","Ivano-Frankivsk oblast' Rada addressed the government, Verkhovna Rada, Ministry of Justice, Prosecution General to call the passing of the language bill ""a treason of the state.""","Language bill, Ivano-Frankivsk",Ivano-Frankivsk,Ivano-Frankivsk,,language,anti-government,,,0,0,0,N,0,0,0,N
KIEV12071701,17.07.12,1,17.07.12,Tue,protest,demonstration/march,religious institution,,,Believers of UPC MP,,,,,,,Cross procession in memory of the last Russian tsar.,,Kyiv,Kyiv,,Russian nationalism,,,5000,0,0,0,N,,0,0,N
KM12071701,17.07.12,1,17.07.12,Tue,protest,rally,"artists, journalists",,,"Head of the Khmelnytskyi Union of Journalists, Ukrainian artists",,government,,,,"Government in power, Verkhovna Rada",Rally against the language bill on the central city square.,"Language bill, Khmelnytskyi",Khmelnytskyi,Khmelnytskyi,,language,,,39,0,0,0,N,,0,0,N
KM12071702,17.07.12,2,,Tue,protest,tent camp,,initiative group,,Khmelnytskyi oblast' Center of Youth Initiatives,government,government,,,,"Government in power, Verkhovna Rada",Tent camp was opened to protest against the language bill.,"Language bill, Khmelnytskyi",Khmelnytskyi,Khmelnytskyi,,language,,,,0,0,0,N,,0,0,N
KM12071703,17.07.12,2,,Tue,protest,hunger strike,,initiative group,,Khmelnytskyi oblast' Center of Youth Initiatives,government,government,,,,"Government in power, Verkhovna Rada",Protesters started a hunger strike.,"Language bill, Khmelnytskyi",Khmelnytskyi,Khmelnytskyi,,language,,,,0,0,0,N,,0,0,N
LG12071701,17.07.12,1,17.07.12,Tue,protest,picket,neighborhood,,,residents of Yubileynyi village,court,law-enforcement,,,,Artemivsk regional court in Luhansk,Residents of Yubileynyi protested against trial against V.Struk,,Luhansk,Luhansk,12:00:00 PM,pro-Struk,,,,0,0,0,N,,0,0,N
LUTSK12071701,17.07.12,1,17.07.12,Tue,protest,blockade,neighborhood,,,Tarasova street inhabitants,company,company,,,,Car repair shop,"As 20-ton trucks regularly ride on a small street leading to the car repair shop, the citizens are unsatisfied. On 17th of July, they blocked the street.",,Lutsk,Lutsk,,traffic regulation,,,,0,0,0,N,,0,0,N
LVIV12071702,17.07.12,1,17.07.12,Tue,protest,symbolic,religious institution,,,UGCC,,government,,,,Government in power,Memorial to one of the co-founders of Ukrainian Helsinki Group and UGCC activist Ivan Gel' was opened. Participants were concerned about current situation with human rights and the church in Ukraine.,,Lviv,Lviv,,civic liberties,religious rights,,,0,0,0,N,,0,0,N
OD12071704,17.07.12,1,17.07.12,Tue,protest,picket,neighborhood,,,"concerned citizens of Primorskiy, Malinovskiy and Suvorovskiy vicinities",local authorities,,,,,"city council, mayor",People ask authorities to help find who polutes the air and do something about it.,,Odesa,Odesa,,environment,,,16,0,0,0,N,,0,0,N
RV12071701,17.07.12,1,17.07.12,Tue,positive response,support,local authorities,,,Rivne oblast' Rada,,,,party,,"UDAR, United Opposition","Rivne oblast' Rada decided to address Yanukovych, asking him to veto the language bill.","Language bill, Rivne",Rivne,Rivne,,language,,,,0,0,0,N,0,0,0,N
VN12071701,17.07.12,1,17.07.12,Tue,protest,picket,,party,rightists,"Bat'kivschyna, Svoboda",local authorities,"local authorities, government",,,,"Vynnytsia oblast' state administration, Vynnytsia oblast' Rada, Government in power, Verkhovna Rada","Protesters demanded Vynnytsia oblast' Rada to address Yanukovych, requesting him to veto the language bill.","Language bill, Vinnytsia",Vinnytsia,Vinnytsia,,language,,,31,0,0,0,N,,0,0,N
VN12071702,17.07.12,approximate,18.07.12,Tue,protest,destroy,unknown,,,Unknown vandals,,,,,,,"Somebody spilt paint over a billboard with the face of Nikolay II, the last Russian tsar. The text on the billboard said, ""Pardon us, o saint Tsar"".",,Vinnytsia,Vinnytsia,,Ukrainian nationalism,,,,0,0,0,Y,0,0,0,N
VN12071703,17.07.12,1,17.07.12,Tue,positive response,support,local authorities,,,Vinnytsia oblast' Rada,,,,party,rightists,"United Opposition parties, Svoboda, NRU, Civic Position, Reforms and Order Party","Vinnytsia oblast' Rada addressed Yanukovych to have public talks on the language bill, with implications of banning it.","Language bill, Vinnytsia",Vinnytsia,Vinnytsia,,language,,,,0,0,0,N,0,0,0,N
ZP12071701,17.07.12,1,17.07.12,Tue,protest,picket,workers,,,Hlebodar (bread factory group),local authorities,company,,,,RSA,Bread factory workers picketed RSA asking help against raiders.,,Zaporizhzhya,Zaporizhzhya,,raiders,pro-boss,,199,0,0,0,N,,0,0,N
ZT12071701,17.07.12,1,17.07.12,Tue,negative response,disrupt,"state forces, communal enterprise",,,"Municipal police, communal enterprise ""Advertisment""",,,,party,,United Opposition,"Unknown people, later confirmed to be municipal police, took away a stand where signatures for the United Opposition candidate in this district were gathered.",,Zhytomyr,Zhytomyr,,electoral,,,,0,0,0,Y,10,0,0,N
CN12071801,18.07.12,1,18.07.12,Wed,protest,rally,,party,,"Front Zmin, Batkivshyna",,government,,,,President,Opposition rallied marking beginning of signature collection against the President.,,Chernihiv,Chernihiv,,anti-Yanukovych,,,21,0,0,0,N,,0,0,N
CRIMEA12071801,18.07.12,1,18.07.12,Wed,protest,picket,politician,NGO,,"Civic Commitee of Great Yalta, Oleg Lyashko",local authorities,local authorities,,,,Yalta city Rada,Protest against closure of an evening school in Yalta.,CRIMEA12071801,Crimea,Yalta,,education,,,31,0,0,0,N,,0,0,N
CRIMEA12071802,18.07.12,1,18.07.12,Wed,protest,fight,politician,,,Oleg Lyashko,local authorities,local authorities,,,,Yalta city Rada,"Lyashko entered Rada and initiated a fight in it, damaging property.",CRIMEA12071801,Crimea,Yalta,,education,,,1,0,0,0,Y,,0,0,N
KH12071801,18.07.12,1,18.07.12,Wed,negative response,confrontation,local authorities,,,city council,,,,party,,BYT,"Activists of BYT, who installed a tent to collect signatures for Yanukovych impeachment, had a confrontation with people, who claimed to be representatives of city council and tried to prevent protesters from continuing protest",Ukraine against Yanukovych,Kharkiv,Kharkiv,,anti-Yanukovych,,,,0,0,0,N,,0,0,N
KIEV12071801,18.07.12,1,18.07.12,Wed,protest,picket,neighborhood,,,Vysoke village inhabitants,company,company,,,,Obodiv sugar plant,"Villagemen picketed the plant office, as they did not receive money (2 mln. hryvnias) for sugar beet they were selling to the plant.",,Kyiv,Kyiv,,small business rights,,,20,0,0,0,N,,0,0,N
KIEV12071802,18.07.12,2,01.08.12,Wed,protest,hunger strike,,NGO,,KUPR,,government,,,,"Government in power, Verkhovna Rada","Despite that others stopped the hunger strike near the Ukrainian House, KUPR activists decided to continue it.","Language bill, Kiev",Kyiv,Kyiv,,language,,,4,0,0,0,N,,0,0,N
KIEV12071803,18.07.12,2,,Wed,protest,tent camp,,NGO,,KUPR,,government,,,,"Government in power, Verkhovna Rada","Despite that others started dismantling tents near the Ukrainian House, KUPR and some other activists decided to stay.","Language bill, Kiev",Kyiv,Kyiv,,language,,,4,0,0,0,N,,0,0,N
KIEV12071804,18.07.12,1,18.07.12,Wed,protest,attack,unknown,,,Unknown attackers,,LGBT,,,,LGBT activist,LGBT activist Pavlo Sheremet was attacked. Unknown attacker spilt kefir on him.,,Kyiv,Kyiv,,anti-LGBT,,,1,0,0,0,N,,0,0,N
KS12071801,18.07.12,1,18.07.12,Wed,protest,symbolic,,"party, NGO",,"Front Zmin, Batkivshyna, Ukrainian Sprava",,"local authorities, government",,,,city council,They put a red road of signatures in support of Ukrainian language.,,Kherson,Kherson,,language,,,,0,0,0,N,,0,0,N
LVIV12071801,18.07.12,1,18.07.12,Wed,protest,picket,workers,,,"""Bread of Ukraine"" state enterprise",local authorities,"local authorities, state enterprise",,,,"Lviv oblast' state administration, ""Bread of Ukraine""",Ex-workers of the liquidated enterprise picketed Lviv oblast' state administration to make them pay the arreared wages.,LVIV12071801,Lviv,Lviv,,wage arrears,,,29,0,0,0,N,,0,0,N
LVIV12071802,18.07.12,1,18.07.12,Wed,protest,rally,pensioners,,,"""Children of war""",local authorities,local authorities,,,,Lviv local authorities,"""Children of war"" demanded the local authorities to give them their social payments and benefits according to the law.",,Lviv,Lviv,,social payments,,,99,0,0,0,N,,0,0,N
MK12071801,18.07.12,1,18.07.12,Wed,protest,picket,,party,rightists,"Svoboda, Anatoliy Ilchenko",law-enforcement,law-enforcement,,,,"Public prosecution of Mykolaiv, police forces","Protest against police abuse near the public prosecutor's office in Mykolaiv. Ilchenko criticized the public prosecution, joining the protest.",Ilchenko,Mykolaiv,Mykolaiv,,police abuse,,,10,0,0,0,N,,0,0,N
MK12071802,18.07.12,1,18.07.12,Wed,protest,fight,small business,,,Flower sellers,,,small business,,,Other kiosk owners,"Kiosks of flower sellers on Dzerzhynskogo str. in Mykolaiv were dismantled, while new kiosks were installed. As a result of that, a fight occured.",,Mykolaiv,Mykolaiv,,land,small business rights,,,0,0,0,N,,0,0,N
MK12071803,18.07.12,1,18.07.12,Wed,negative response,preclude,court,,,Mykolaiv court,,,,party,rightists,"Svoboda, Anatoliy Ilchenko","According to the decision of a Mykolaiv court declared to the protesters, no protest actions with more than 10 people can be conducted during working hours.",,Mykolaiv,Mykolaiv,,police abuse,,,,0,0,0,N,0,0,0,N
OD12071801,18.07.12,1,18.07.12,Wed,protest,symbolic,artists,,,citizens for free beaches,"law-enforcement, local authorities",company,,,,beach occupators,"Citizens for free beaches continue to persuade citizens that city belongs to them, this time they made some performance.",beaches Odesa,Odesa,Odesa,,privatization,land,development projects,8,0,0,0,N,,0,0,N
CRIMEA12071901,19.07.12,1,19.07.12,Thu,protest,rally,"students, ethnic minority",NGO,,"Youth of Simferopol, Medjlis, Yashlar Shurasy",law-enforcement,unknown,,,,Law-enforcement of Simferopol; unknown vandals,Rally with calls to punish those who painted a swastika on the billboard with a war hero.,CRIMEA12071601,Crimea,Simferopol,,neofascism,,,,0,0,0,N,,0,0,N
CRIMEA12071902,19.07.12,approximate,19.07.12,Thu,protest,graffiti,unknown,,,Unknown vandals,,ethnic minority,,,,Crimean Tartars,Somebody drew a swastika over a Tartar flag made from stones.,,Crimea,Simferopol,,neofascism,,,,0,0,0,Y,0,0,0,N
DN12071901,19.07.12,approximate,19.07.12,Thu,protest,graffiti,unknown,,,,,politician,,,,Party of Regions V.Omelchenko,"People just wrote ""raider"" on politician's bigboards.",,Donetsk,Makiivka,,anti-Omelchenko,electoral,,,0,0,0,Y,0,0,0,N
IF12071901,19.07.12,1,19.07.12,Thu,negative response,criminal case,law-enforcement,,,Ivano-Frankivsk law-enforcement,,,,party,rightists,Svoboda,A criminal case was allegedly opened against Svoboda activists who blocked the entrance to the oblast' state administration.,IF12070406,Ivano-Frankivsk,Ivano-Frankivsk,,language,anti-government,,,0,0,0,N,0,0,0,N
KIEV12071901,19.07.12,1,19.07.12,Thu,protest,rally,"neighborhood, artists",,,Members of the National Union of Artists,,company,,,,"Management of the National Union of Artists, Everest Plus building company","Protest against building a housing estate at the place where artistic workshops were located and against a fraud, as the building company is selling flats in the complex which is not yet built and cannot have the promised 25-floor buildings due to the limit on the maximum number of floors a house in this area can have.",,Kyiv,Kyiv,,development projects,fraud,,,0,0,0,N,,0,0,N
KIEV12071902,19.07.12,1,19.07.12,Thu,negative response,arrest,state forces,,,Police forces,,,,NGO,,KUPR,Two KUPR members and another person conducting a hunger strike near the Ukrainian House were detained and sent to court.,"Language bill, Kiev",Kyiv,Kyiv,,language,,,,3,0,0,N,,0,0,N
KIEV12071903,19.07.12,1,19.07.12,Thu,protest,picket,journalists,"trade union, party",rightists,"Journalists, Independent media trade union, UNSO",law-enforcement,"law-enforcement, government",,,,"Public Prosecutor General's office, government in power","Protest against pressure on LB.ua and TVi, the oppositional media sources.",,Kyiv,Kyiv,,officials' illegal actions,freedom of speech,,100,0,0,0,N,,0,0,N
KIEV12071904,19.07.12,1,19.07.12,Thu,negative response,blockade,law-enforcement,,,"Volodymyr Stakhovych, prosecution official",,,journalists,"trade union, party",rightists,"Journalists, Independent media trade union, UNSO",Stakhovych said that the protesters there was a call that there was a bomb in the prosecutor's office and that the protesters should move away from the building.,,Kyiv,Kyiv,,officials' illegal actions,freedom of speech,,,0,0,0,N,,0,0,N
KIEV12071905,19.07.12,1,19.07.12,Thu,negative response,protocol,state forces,,,Police forces,,,students,NGO,,"Students, KUPR","11 (15, according to other sources) administrative protocols were written concerning the protesters near the Ukrainian House.","Language bill, Kiev",Kyiv,Kyiv,,language,,,,0,0,0,N,,0,0,N
KIEV12071906,19.07.12,1,19.07.12,Thu,negative response,fight,state forces,,,Berkut,,,students,NGO,,"Students, KUPR",Berkut forces engaged in a fight with protesters near the Ukrainian House.,"Language bill, Kiev",Kyiv,Kyiv,,language,,,,0,,0,N,,,0,N
KIEV12071907,19.07.12,1,19.07.12,Thu,negative response,destroy,state forces,,,Police forces,,,,party,,Bat'kivschyna,"Bat'kivschyna tent, centre of protests against building on Dubinina str., was removed by police.",,Kyiv,Kyiv,,development projects,,,,0,0,0,Y,20,0,0,N
KIEV12071908,19.07.12,1,19.07.12,Thu,negative response,fight,state forces,,,Police forces,,,neighborhood,party,,"Bat'kivschyna deputies, neighborhood","While doing that, policemen engaged in a fight with those who protected the tent.",,Kyiv,Kyiv,,development projects,,,,0,0,0,Y,20,0,0,N
LG12071901,19.07.12,1,19.07.12,Thu,protest,attack,unknown,,,,,,,party,leftists,"V.Syniayev, first secretary of CPU party cell in Stakhanov",Unknown person attacked V.Syniayev,,Luhansk,Stakhanov,,anti-CPU,,,1,0,0,0,N,0,0,0,Y
LUTSK12071901,19.07.12,1,19.07.12,Thu,protest,blockade,neighborhood,,,Tarasova street inhabitants,company,company,,,,Car repair shop,"Two days later, local inhabitants blocked the street once again.",,Lutsk,Lutsk,,traffic regulation,,,3,0,0,0,N,,0,0,N
LVIV12071901,19.07.12,1,19.07.12,Thu,protest,symbolic,,initiative group,,Let Us Pass,car owners,car owners,,,,Car owners,"Sticker ""I park like an idiot"" was glued up on a jeep parked in a wrong place.",,Lviv,Lviv,,traffic regulation,,,,0,0,0,N,0,0,0,N
MK12071901,19.07.12,1,19.07.12,Thu,protest,picket,citizens,,,Anatoliy Ilchenko,party,"party, politician",,,,"Party of Regions, Victor Yanukovych","Ilchenko's picket against Yanukovych and Party of Regions, seemingly due to the language bill.","Language bill, Mykolaiv",Mykolaiv,Mykolaiv,,language,anti-Yanukovych,,1,0,0,0,N,,0,0,N
MK12071902,19.07.12,1,19.07.12,Thu,protest,rally,pensioners,party,leftists,"CPU, pensioners",,government,,,,"Government in power, oligarchs","Protest against capitalism and in support of ""fair labor"", with nostalgic reminders about USSR.",,Mykolaiv,Mykolaiv,,anticapitalism,pro-Communism,electoral,100,0,0,0,N,,0,0,N
OD12071901,19.07.12,1,19.07.12,Thu,protest,beating,citizens,,,policemen in civic (not during service) and likely ex-policemen,,citizens,,,,some youth who spoke Ukrainian,Aggressive men beated some youth they did not like who spoke Ukrainian in a shop. These men are likely former policemen or some not on service.,,Odesa,Odesa,,language,,,,0,0,0,Y,,0,0,N
