,ID,Event start date,One day?,Event end date,Day of the week,x,y,month,Location String,coordinates,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
2519,KIEV13091206,2013-09-12,1,2013-09-12,Thu,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,fight,"company, private guards",,,"guards of restaurant ""Eshak"" of S.Svetlakov (Russian and Uzbek owners - which Svoboda, of course, emphasized)",,,,party,rightists,Svoboda,"Svoboda wanted to hand complaints from locals to the restaurant management (cruelty with animals and noise, some problems with ventilation). fight happened",KIEV13091204,,Kyiv,Kyiv,,public utilities,animal rights,morale,,,0.0,,0,N,,0.0,0,N
2520,KIEV13091301,2013-09-13,1,2013-09-13,Fri,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),other repression,attack,unknown,,,unknown,,,,initiative group,autonomous nationalism,"""Black committee""","Unknowns attacked ""Black committee"" activist. They say these were state forces.",,,Kyiv,Kyiv,,civic liberties,anti-Yanukovych,,,,0.0,1.0,0,N,,0.0,0,N
2521,KIEV13091302,2013-09-13,1,2013-09-13,Fri,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,"trade union, NGO",leftists,"Labor Protection, Serp i molot, other organizations",foreign country,foreign country,,,,Poland,New leftist trade unions picketed Polish consulate in Kyiv as solidarity with Polish labor movement. they also wanted to stress that joining EU cannot guarantee labor rights and welfare,,,Kyiv,Kyiv,,welfare,labor rights,EU,,11.0,0.0,0.0,0,N,,0.0,0,N
2522,KIEV13091401,2013-09-14,1,2013-09-14,Sat,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,attack,,"initiative group, party",rightists,"""S14"", ""Student Svoboda""",,company,,,,'Kyiv September beer fest',It is likely that rightists hooliganed a bit for healthy lifestyle at  'Kyiv September beer fes.,KIEV13091401,,Kyiv,Kyiv,,morale,,,,,0.0,0.0,0,N,,0.0,0,N
2523,KIEV13091402,2013-09-14,1,2013-09-14,Sat,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,arrest,state forces,,,police,,,,"initiative group, party",rightists,"""S14"", ""Student Svoboda""",Police detained rightists for hooligan actions at 'Kyiv beer fest' against beer.,KIEV13091401,,Kyiv,Kyiv,,morale,,,,,,0.0,0,N,,0.0,0,N
2524,KIEV13091501,2013-09-15,1,2013-09-15,Sun,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),other repression,attack,unknown,,,Udar haters,,,,party,,Udar,"Udar office was damaged, probably related to anti-development project protests at Serafimovicha str.",KIEV13071301,,Kyiv,Kyiv,,development projects,anti-UDAR,,,,0.0,0.0,0,Y,0.0,0.0,0,N
2525,KIEV13091601,2013-09-16,1,2013-09-16,Mon,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,demonstration/march,"journalists, politician",NGO,,"""National union of journalists of Ukraine"" (NSJU), some politicians","law-enforcement, state forces, government",,,,,AP,"Journalists in Kiev rallied in memory of G.Gongadze, for freedom of speech, against police abuse and lack of punishment for guilty in freedom of speech abuse",,,Kyiv,Kyiv,,police non-feasance,police abuse,freedom of speech,,151.0,0.0,0.0,0,N,,0.0,0,N
2526,KIEV13091602,2013-09-16,1,2013-09-16,Mon,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,symbolic,,initiative group,,Vidsich,,,,,,,they hang a traditional banner in commemoration of Gongadze on one bridge,KIEV13091602,,Kyiv,Kyiv,,freedom of speech,,,,,0.0,0.0,0,N,,0.0,0,N
2527,KIEV13091603,2013-09-16,1,2013-09-16,Mon,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,disrupt,state forces,,,police,,,,initiative group,,Vidsich,Police tried to prevent activist put a banner in commemoration of Gongadze at bridge across Institutska str.,KIEV13091602,,Kyiv,Kyiv,,freedom of speech,,,,,0.0,0.0,0,N,,0.0,0,N
2528,KIEV13091604,2013-09-16,1,2013-09-16,Mon,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,symbolic,"parents, teachers, students",party,rightists,Svoboda; parents and teachers of school #12 in Chervonii Shlyakh village of Poltava,government,local authorities,,,,"VR, KMU, AP; local authorities",Parents and teachers of school #12 in Chervonii Shlyakh village of Poltava picketed central authorities (in the form of lessons) in Kyiv for proper functioning of their school.,PL13082201,,Kyiv,Kyiv,,company closure,education,officials' illegal actions,,15.0,0.0,0.0,0,N,,0.0,0,N
2529,KIEV13091701,2013-09-17,1,2013-09-17,Tue,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,symbolic,artists,,,"""Maski show"" from Odesa",government,government,,,,VR deputies,"Humorists from Odesa suggested deputies some medicine for being honest, responsible and etc.",,,Kyiv,Kyiv,,corruption,officials' illegal actions,anti-government,,9.0,0.0,0.0,0,N,,0.0,0,N
2530,KIEV13091702,2013-09-17,1,2013-09-17,Tue,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,NGO,environmentalists,animal rights activists,law-enforcement,local authorities,,,,"police, local authorities","Animal rights activists picketed police demanding action against dog hunters and local authorities, who also kill animals",,,Kyiv,Kyiv,,animal rights,,,,49.0,0.0,0.0,0,N,,0.0,0,N
2531,KIEV13091703,2013-09-17,1,2013-09-17,Tue,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,party,leftists,CPU,government,,,,,central electoral committee (CIK),CPU suggested to initiate referendum on joining Customs Union.,,,Kyiv,Kyiv,,Russia Customs Union,,,,299.0,0.0,0.0,0,N,,0.0,0,N
2532,KIEV13091801,2013-09-18,approximate,2013-09-18,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),positive response,accede,government,,,D.Tabachnyk - minister of education,,,"teachers, students",party,rightists,"Chervonii Shlyakh vicinity school, parents, teachers, Svoboda",Tabachnyk claims to be supporting people from Poltava region to solve problems with school (PL13090201).,PL13082201,,Kyiv,Kyiv,,company closure,education,,,,0.0,0.0,0,N,0.0,0.0,0,N
2533,KIEV13091802,2013-09-18,1,2013-09-18,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,workers,trade union,leftists,"""Zahyst pratsi (Labor Protection)"", ""Trudyashy (laborers)"" (Vinnytsia), workers of state enterprise Trostyanets alcohol plant",state enterprise,state enterprise,,,,"""UkrSpirt"" (alcohol factory)","""UkrSpirt"" workers and trade unions demanded wages and workplace preservation.",KIEV13091802,,Kyiv,Kyiv,,company closure,wage arrears,,,16.0,0.0,0.0,0,N,,0.0,0,N
2534,KIEV13091803,2013-09-18,1,2013-09-18,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),other repression,search,state forces,,,tax police,,,journalists,,,"""Era fm"" Tetyana Demianenko","Tax police searched house of ""Era fm"" journalist Tetyana Demianenko. officially - they were looking for documents of some convertation center.",,,Kyiv,Kyiv,,freedom of speech,,,,,0.0,0.0,0,N,6.0,0.0,0,Y
2535,KIEV13091804,2013-09-18,1,2013-09-18,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,NGO,,"""Ukrainian choice"", Union of citizens of Ukraine",government,"IGO, government",,,,"KMU, EU",they picketed KMU against EU and for Customs Union.,,,Kyiv,Kyiv,,EU,Russia Customs Union,,,,0.0,0.0,0,N,,0.0,0,N
2536,KIEV13091805,2013-09-18,1,2013-09-18,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,symbolic,small business,,,stakeholders of household house (dim pobutu) in Brovary,law-enforcement,law-enforcement,,,,prosecutors,7 small businessmen from Brovary made performance against prosecutors raiders.,,,Kyiv,Kyiv,11:00:00,small business rights,raiders,,,37.0,0.0,0.0,0,N,,0.0,0,N
2537,KIEV13091806,2013-09-18,1,2013-09-18,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,neighborhood,trade union,leftists,"""Labor protection (zahyst pratsi)"", people from Serafymovycha street",court,company,,,,administrative court; developers,"""Zahyst pratsi"" and lake Telbin defenders picketed court against developers.",KIEV13071301,,Kyiv,Kyiv,,development projects,,,,21.0,0.0,0.0,0,N,,0.0,0,N
2538,KIEV13091807,2013-09-17,1,2013-09-17,Tue,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,destroy,,party,rightists,Svoboda,,company,,,,developers,News says Svoboda (but probably autonomos rightists) smashed fence at development site at Shevchenko boulevard.,,,Kyiv,Kyiv,,development projects,,,,19.0,0.0,0.0,0,Y,,0.0,0,N
2539,KIEV13091901,2013-09-19,1,2013-09-19,Thu,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,NGO,Russian nationalists,"""Youth unity""",government,government,,,,parliament,"Odesa NGO ""Youth unity"" and some cossacs picketed VR in Kyiv against law on tackling discrimination (LGBT) and against ""European values""",,,Kyiv,Kyiv,,EU,anti-LGBT,,,29.0,0.0,0.0,0,N,,0.0,0,N
2540,KIEV13091902,2013-09-19,1,2013-09-19,Thu,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,symbolic,,initiative group,,"""Guy Fawkes movement""",government,government,,,,parliament,Some youth in funny fig masks and Anonimus masks made performance by VR demanding right for election of Kyiv deputies.,,,Kyiv,Kyiv,,local self-government,officials' illegal actions,,,19.0,0.0,0.0,0,N,,0.0,0,N
2541,KIEV13091903,2013-09-19,1,2013-09-19,Thu,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,"neighborhood, workers",,,"""Illinetske"" farming state enterprise, people from the village",government,government,,,,Parliament,Workers of farming state enterprise from Vinnytsia picketed parliament against raiders.,VN13070401,,Kyiv,Kyiv,,pro-boss,raiders,,,49.0,0.0,0.0,0,N,,0.0,0,N
2542,KIEV13092101,2013-09-21,1,2013-09-21,Sat,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,destroy,,initiative group,rightists,"""Svyatoshyn Robin Hoods""",law-enforcement,"law-enforcement, company",,,,"police, law enforcement; slot machines business","Rightists smashed slot machines business. This was action in solidarity with Oleksii Kosarev - head of ""Committee for fighting organized crime and corruption"" of Mykolaiv (who was, supposedly, convicted for some fabricated crime)",KIEV13092101,,Kyiv,Kyiv,,police non-feasance,police abuse,,,11.0,0.0,0.0,0,Y,0.0,0.0,0,N
2543,KIEV13092201,2013-09-22,1,2013-09-22,Sun,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,attack,,NGO,leftists,"""Borotba""",,"rightists, football fans",,,,"FC ""Chernihiv-Desna"" ultras","Rightists claim that ""Borotba"" militants attacked a 15-year-old football fan.",,,Kyiv,Kyiv,,anti-rightists,,,,5.0,0.0,1.0,0,N,0.0,0.0,0,Y
2544,KIEV13092401,2013-09-24,1,2013-09-24,Tue,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,rally,small business,,,some street coffee traders,local authorities,"local authorities, company",,,,"authorities, police, competitors",Some street coffee sellers stood with a banner against authorities and police action in favor of their competitors.,,,Kyiv,Kyiv,,small business rights,,,,2.0,0.0,0.0,0,N,,0.0,0,N
2545,KIEV13092402,2013-09-24,1,2013-09-24,Tue,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,NGO,,"""Kievans, let's unite""","communal enterprise, local authorities",communal enterprise,,,,"""SpetsZhitloFond"" (social housing program)","""Kievans, let's unite"" picket ""SpetsZhitloFond"" because of deceived investments (on the state program ""accessible housing""). they also demanded communal enterprise not to destroy Zverynetske forest",,,Kyiv,Kyiv,,housing rights,environment,fraud,,9.0,0.0,0.0,0,N,,0.0,0,N
2546,KIEV13092403,2013-09-24,1,2013-09-24,Tue,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,symbolic,LGBT,NGO,,"""Creative youth +""",government,,,,,KMU,3 LGBT men made joyful action due to EU-promoted LGBT rights law project. right defenders consider this action to be provocation,,,Kyiv,Kyiv,,LGBT,pro-government,,,3.0,0.0,0.0,0,N,30.0,0.0,0,N
2547,KIEV13092501,2013-09-25,1,2013-09-25,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,confrontation,neighborhood,,,"Zhilanska str., 120","local authorities, law-enforcement","local authorities, company",,,,"law enforcement, authorities; developers","This was a neighbors Vs developers confrontation in Kyiv at Zhilanska str., 120. hired sportsmen attacked people. Old house was destroyed.",KIEV13092501,,Kyiv,Kyiv,,development projects,,,,16.0,0.0,0.0,0,N,0.0,0.0,0,N
2548,KIEV13092502,2013-09-25,1,2013-09-25,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,workers,,,those who claim they worked for Udar during elections,party,party,,,,Udar,"People say they worked for Udar during elections, but party did not pay them money. They picketed Udar HQ.",KIEV13092502,,Kyiv,Kyiv,,wage arrears,anti-UDAR,,,,0.0,0.0,0,N,,0.0,0,N
2549,KIEV13092503,2013-09-25,1,2013-09-25,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),other repression,beating,unknown,,,likely state forces,,,,initiative group,autonomous nationalism,"""Black committee""","""Black committee"" activist B.Tytskii was beaten.",,,Kyiv,Kyiv,,civic liberties,,,,,0.0,1.0,0,N,,0.0,0,N
2550,KIEV13092504,2013-09-25,approximate,2013-09-25,Wed,30.2847595,50.3356709,57,"Kyiv, Boiarka",POINT (30.2847595 50.3356709),protest,destroy,,initiative group,rightists,"""White hammer"" (""Svyatoshyn Robin Hoods"" style)",law-enforcement,"ethnic minority, company",,,,"law enforcement; slot machines, pharmacy selling drugs, alcohol tents ('nalyvaiki'), 'ethnic mafia'","""White hammer"" rightists destroyed slot machines and claim to continue such actions. They want to be 'people's police'.",KIEV13092101,,Kyiv,Boiarka,,police non-feasance,morale,Ukrainian nationalism,,12.0,0.0,0.0,0,Y,,0.0,0,N
2551,KIEV13092505,2013-09-25,1,2013-09-25,Wed,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,attack,unknown,,,hired sportsmen,,,neighborhood,,,"Zhilanska str., 120","This was a neighbors Vs developers confrontation in Kyiv at Zhilanska str., 120. hired sportsmen attacked people. Old house was destroyed.",KIEV13092501,,Kyiv,Kyiv,,development projects,,,,,0.0,0.0,0,N,0.0,0.0,0,N
2552,KIEV13092701,2013-09-27,1,2013-09-27,Fri,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,symbolic,citizens,,,anti-development project activists,religious institution,religious institution,,,,Orthodox church -KP,Trained activists put up banner with Jesus against development project by church at Desyatynnyi lane.,Desyatynna,,Kyiv,Kyiv,,development projects,,,,19.0,0.0,0.0,0,N,,0.0,0,N
2553,KIEV13092702,2013-09-27,1,2013-09-27,Fri,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,blockade,neighborhood,,,"Zhilanska str.,120",local authorities,company,,,,authorities; developers,"People at Zhilanska str.,120 in Kyiv blocked a road against development project.",KIEV13092501,,Kyiv,Kyiv,,development projects,,,,31.0,0.0,0.0,0,N,,0.0,0,N
2554,KIEV13092703,2013-09-27,1,2013-09-27,Fri,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,beating,unknown,,,guards 'sportsmen',,,neighborhood,,,pensioner,At KIEV13092702 there was an attack by 'sportsmen' defenders of development project. One pensioner was taken away by ambulance.,KIEV13092501,,Kyiv,Kyiv,,development projects,,,,,0.0,1.0,0,N,,0.0,0,N
2555,KIEV13092704,2013-09-27,1,2013-09-27,Fri,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,journalists,,,photo correspondents,foreign country,foreign country,,,,Russia,Journalists picketed Russian embassy in solidarity with detained Russian photo correspondent who filmed Greenpeace action.,,,Kyiv,Kyiv,15:00:00,civic liberties,freedom of speech,,,39.0,0.0,0.0,0,N,,0.0,0,N
2556,KIEV13092705,2013-09-27,1,2013-09-27,Fri,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),other repression,attack,unknown,,,"'sportsmen', law-enforcement suspected",,,journalists,,,"film show ""Open access""","Unknowns disrupted anti-Yanukovich film show ""Open access"". they entered and made noise and threw smoke grenades when police tried to take them away",,,Kyiv,Kyiv,,freedom of speech,pro-Yanukovych,,,,0.0,0.0,0,N,,0.0,0,N
2557,KIEV13092802,2013-09-28,1,2013-09-28,Sat,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,rally,,initiative group,,Ukrainian cultutal nationalists,"local authorities, government",local authorities,,,,national authorities; Kharkiv authorities,Small group of cultural nationalists in Kyiv rallied for restoration of recently destroyed memory plate of Y.Shevelov in Kharkiv.,,,Kyiv,Kyiv,,Ukrainian nationalism,,,,19.0,0.0,0.0,0,N,,0.0,0,N
2558,KIEV13092901,2013-09-29,1,2013-09-29,Sun,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,rally,,"party, NGO",leftists,"""Ukrainian choice"", CPU",government,"IGO, government",,,,Ukrainian power elite; EU,"CPU and ""Ukrainian choice"" for the second time gathered a stadium in Kyiv to promote voting for Customs Union cooperation.",KIEV13092901,,Kyiv,Kyiv,,EU,Russia Customs Union,,,1488.0,0.0,0.0,0,N,,0.0,0,N
2559,KIEV13092902,2013-09-29,1,2013-09-29,Sun,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,party,,'All Ukraine',,"leftists, party, NGO",,,,"""Ukrainian choice"", CPU","Some new party 'All Ukraine' picketed CPU and ""Ukrainian choice"" gathering at the stadium (KIEV13092901).",KIEV13092901,,Kyiv,Kyiv,,EU,anti-CPU,anti-Medvedchuk,,31.0,0.0,0.0,0,N,,0.0,0,N
2560,KIEV13093001,2013-09-30,1,2013-09-30,Mon,30.5422094,50.4296064,57,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,destroy,neighborhood,,rightists,people on Chervonoarmijska 114 and some rightists,,"company, court",,,,developers and judge-owner,"Rightists damaged some construction site at Chervonoarmiiska, 114, Kyiv.",,,Kyiv,Kyiv,,development projects,,,,16.0,0.0,0.0,0,Y,,0.0,0,N
2561,KIEV13100101,2013-10-01,1,2013-10-01,Tue,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,citizens,,,concerned citizens,government,government,,,,Minister of Healthcare R.Bogatytova,People demanded resignation of Minister of Healthcare R.Bogatytova for corruption and lack of money for medicine,,,Kyiv,Kyiv,,insufficient financing,public health,corruption,,79.0,0.0,0.0,0,N,,0.0,0,N
2562,KIEV13100201,2013-10-02,1,2013-10-02,Wed,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,party,rightists,"Svoboda, BYT, Udar",local authorities,"local authorities, government",,,,"KMDA, President",Opposition gathered to picket KMDA they believe to be illegitimate.,KIEV13100201,,Kyiv,Kyiv,,local self-government,Ukrainian nationalism,anti-Yanukovych,,1399.0,0.0,0.0,0,N,401.0,0.0,0,N
2563,KIEV13100202,2013-10-02,1,2013-10-02,Wed,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,pensioners,,,anti-opposition citizens (pensioners),local authorities,"rightists, party",,,,"Svoboda, BYT, Udar",Authorities made a counter-picket against the opposition parties because they are neofascist and they block solving of some urgent welfare issues,KIEV13100201,,Kyiv,Kyiv,,welfare,neofascism,anti-opposition,,49.0,0.0,0.0,0,N,,0.0,0,N
2564,KIEV13100203,2013-10-02,1,2013-10-02,Wed,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,break in,,party,rightists,"Svoboda, Udar, BYT",local authorities,local authorities,,,,KMDA,"Opposition believe KMDA to be expired. They tried to storm in. In fight police used gas, several policemen were beaten. Protesters were injured as well.",KIEV13100201,,Kyiv,Kyiv,,local self-government,anti-local authorities,,,1265.0,0.0,0.0,0,N,201.0,0.0,0,N
2565,KIEV13100204,2013-10-02,1,2013-10-02,Wed,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,fight,state forces,,,Berkut,,,,party,rightists,"Svoboda, Udar, BYT","Opposition believe KMDA to be expired. They tried to storm in. In fight police used gas, several policemen were beaten. Protesters were injured as well. tear gas and smoking grenades were used by police. fence was broken/ number of injured is not exact",KIEV13100201,,Kyiv,Kyiv,,local self-government,anti-local authorities,,,,0.0,3.0,0,Y,201.0,5.0,0,N
2566,KIEV13100205,2013-10-02,1,2013-10-02,Wed,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,blockade,,party,rightists,"Svoboda, BYT, Udar",local authorities,local authorities,,,,KMDA,"During picket and storming of KMDA opposition blocked Kreshshatyk, but Berkut soon forced activists off the road.",KIEV13100201,,Kyiv,Kyiv,,local self-government,anti-local authorities,,,1399.0,0.0,0.0,0,N,401.0,0.0,0,N
2567,KIEV13100206,2013-10-02,1,2013-10-02,Wed,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,arrest,state forces,,,"police, berkut",,,journalists,party,rightists,"journalist Chornovil, assistant of BYT deputy Brygynets and 4 Svoboda activists","journalist Chornovil, assistant of BYT deputy Brygynets and 4 Svoboda activists were detained (at least for some time)",KIEV13100201,,Kyiv,Kyiv,,local self-government,anti-local authorities,,,,6.0,0.0,0,N,,0.0,0,N
2568,KIEV13100207,2013-10-02,1,2013-10-02,Wed,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,protocol,state forces,,,police,,,journalists,party,rightists,Svoboda,"Famous journalist-activist Tetyana Chornovol played a prominent role in taking down of the fence during the clash with police at KIEV13100203 KMDA storming. Police detained her and wrote administrative protocol. This was the reason for fights. As heat was rising and deputies negotiated with police command police had to release her quickly at place. 4 more activists, those of Svoboda, were detained and moved to police station. Deputies negotiated and they were soon released with protocols made.",KIEV13100201,,Kyiv,Kyiv,,local self-government,anti-local authorities,,,,0.0,0.0,0,N,,0.0,0,N
2569,KIEV13100208,2013-10-02,1,2013-10-02,Wed,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,criminal case,law-enforcement,,,police,,,,party,rightists,"Svoboda, BYT, Udar",Police also opened 3 criminal cases related to clashes at KMDA storming (KIEV13100203).,KIEV13100201,,Kyiv,Kyiv,,local self-government,anti-local authorities,,,,0.0,0.0,0,N,0.0,0.0,0,N
2570,KIEV13100209,2013-10-02,1,2013-10-02,Wed,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,blockade,neighborhood,,,Chervonoarmiiska str. dweller,,company,,,,developers,Man lay down in front of the truck and blocked the way for developers at Chervonoarmiiska str. of Kyiv.,Chervonoarmiiska str. of Kyiv anti-development,,Kyiv,Kyiv,,development projects,,,,1.0,0.0,0.0,0,N,,0.0,0,N
2571,KIEV13100301,2013-10-03,1,2013-10-03,Thu,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,"initiative group, trade union, NGO",leftists,"""Confederation of free trade unions of Ukraine"", ""Borotba"", Left opposition","trade union, government","party, trade union, government",,,,"reformists, ""Federation of trade unions of Ukraine"", PR","""Confederation of free trade unions of Ukraine"" picketed presentation of new labor code by ""Federation of trade unions of Ukraine"".",,,Kyiv,Kyiv,,labor rights,,,,21.0,0.0,0.0,0,N,,0.0,0,N
2572,KIEV13100302,2013-10-03,approximate,2013-10-03,Thu,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),negative response,deprivation of property,court,,,some court,,,citizens,,,activist Shevchenko,Court convicted activist of 'language maidan' (of 2012) Sergiy Shevchenko to fine of 1700 hrn. on criminal case for 'resistance to policeman'.,,,Kyiv,Kyiv,,language,,,,,0.0,0.0,0,N,0.0,0.0,0,N
2573,KIEV13100401,2013-10-04,1,2013-10-04,Fri,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,party,rightists,Svoboda,law-enforcement,party,,,,police; PR,Svoboda in Kyiv picketed police against unfair elections at electoral area 223.,,,Kyiv,Kyiv,,officials' illegal actions,electoral,pro-Svoboda,,31.0,0.0,0.0,0,N,,0.0,0,N
2574,KIEV13100501,2013-10-05,1,2013-10-05,Sat,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,symbolic,,initiative group,,"some organized concerned group ""March of blankets"", activists like Igor Lutsenko",local authorities,local authorities,,,,KMDA,By KMDA there was a picket of frozen citizens for turning on the public heating.,,,Kyiv,Kyiv,,public utilities,corruption,,,19.0,0.0,0.0,0,N,,0.0,0,N
2575,KIEV13100601,2013-10-06,1,2013-10-06,Sun,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),other repression,beating,unknown,,,unknonwn,,,,NGO,,"""Kyiv viche""","""Kyiv viche"" Elena Eskina was beaten. Probably because of anti-development projects activity.",,,Kyiv,Kyiv,21:00:00,development projects,,,,,0.0,1.0,0,N,0.0,0.0,0,N
2576,KIEV13100602,2013-10-06,2,2013-10-08,Sun,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,hunger strike,teachers,,,one woman teacher of arts school,"local authorities, education institution",education institution,,,,child school of arts #8,"In Kyiv an arts school teacher hunger strikes because of commercialization policy of her establishment, bad labor policy (more hours, less salary) and corruption",,,Kyiv,Kyiv,,education,labor rights,corruption,,1.0,0.0,0.0,0,N,0.0,0.0,0,N
2577,KIEV13100701,2013-10-07,1,2013-10-07,Mon,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),other repression,beating,unknown,,,unknown man,,,,NGO,,"""Association of Ukrainian monitors of human rights watch in police work"" ""Police under control"" campaign","""Association of Ukrainian monitors of human rights watch in police work"" activist E.Krapivin was beaten by someone in the streets and police did not intervene. However, it is dubious that this was a planned other repression.",,,Kyiv,Kyiv,,police abuse,,,,,0.0,1.0,0,N,,0.0,0,Y
2578,KIEV13100702,2013-10-07,1,2013-10-07,Mon,30.5422094,50.4296064,58,"Kyiv, Kyiv",POINT (30.5422094 50.4296064),protest,picket,,initiative group,leftists,"""Autonomous union of the working (AST)""",foreign country,foreign country,,,,Russian Federation,"""AST"" picketed RF consulate in support of Pussy Riot. hey blamed Russian state in being fascist",,,Kyiv,Kyiv,,civic liberties,neofascism,anti-Putin,,31.0,0.0,0.0,0,N,,0.0,0,N
