ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
UZ13112001,11/20/2013,1,11/20/2013,Wed,protest,demonstration/march,"foreign citizens, students",NGO,,"Ferenc Rakoczi Transcarpathian Hungarian Institute, Antisect (Antusekta), Hungarians, some ""Antisecta""",NGO,"rightists, party, NGO",,,,"Сharitable fund ""Reception of deputy of EU parlamant B.Kovach"", Jobbik","Dwellers protested against charitable fund. They claimed that in the guise of this fund the right Hungarian party Jobbik worked. Thus, protesters demanded that spreading of fascism be stopped.",,,Uzhhorod,Berehove,,neofascism,,,,20,0,0,0,N,,0,0,N
UZ13112101,11/21/2013,approximate,11/21/2013,Thu,protest,picket,neighborhood,,,Local dwellers ,neighborhood,neighborhood,,,,Local dwellers (Lendel Family),"The majority of dwellers demanded that teacher of 2nd class be reinstated in her former job. They did not believe that she bit the child. So, they met Lendel family (family of this child) and asked them to renounce their complaints.",,,Uzhhorod,Barbovo village ,,civic liberties,,,,19,0,0,0,N,,0,0,N
UZ13112102,11/21/2013,2,11/30/2013,Thu,protest,rally,"neighborhood, students",party,rightists,"Local dwellers, students, Batkivshchyna, Udar, Svoboda activists",government,government,,,,"Verhovna Rada, V. Yanukovych, Cabinet of Ministers",Local dwellers and activists (30-2000) protested against suspension in the process of signing EU-Ukraine agreement and in support of EU-Ukraine association. Later (29.11.13) they demanded resignation of V. Yanukovych.,Euromaidan,,Uzhhorod,Uzhhorod,,EU,Ukrainian nationalism,anti-government,,1015,0,0,0,N,,0,0,N
UZ13112201,11/22/2013,2,12/5/2013,Fri,protest,tent camp,students,,,"Local dwellers, later students",,government,,,,Verkhovna Rada ,One tent was installed on Narodna square. Presumably it is a protest in support of EU-Ukraine association.,Euromaidan,,Uzhhorod,Uzhhorod,,EU,,,,,0,0,0,N,,0,0,N
UZ13112301,11/23/2013,1,11/23/2013,Sat,protest,rally,citizens,,,Local dwellers ,,government,,,,"Verkhovna Rada, V. Yanukovych, Cabinet of Ministers",Rally in support of EU-Ukraine association. ,Euromaidan,,Uzhhorod,Irshava,09:00:00,EU,,,,,0,0,0,N,,0,0,N
UZ13112401,11/24/2013,1,11/24/2013,Sun,protest,rally,"small business, neighborhood, local authorities, students",,,"Mukachevo, Irshava, Berehоvе, Khust, Vynohradiv, Tiachiv, Rakhiv, Uzhhorod dwellers",government,government,,,,Ukrainian government,Local dwellers protested against suspension in the process of signing EU-Ukraine agreement and in support of EU-Ukraine association.,"Euromaidan, UZ13112401",,Uzhhorod,Mukachevo,13:20:00,EU,anti-Azarov,,,1999,0,0,0,N,,0,0,N
UZ13112402,11/24/2013,1,11/24/2013,Sun,protest,rally,local authorities,,,"Vynohradiv dwellers, local authorities",government,government,,,,"V. Yanukovych, Cabinet of Ministers, Verkhovna Rada",Local dwellers protested against suspension in the process of signing EU-Ukraine agreement and in support of EU-Ukraine association.,Euromaidan,,Uzhhorod,Vynohradiv,,EU,,,,31,0,0,0,N,,0,0,N
UZ13112403,11/24/2013,1,11/24/2013,Sun,protest,rally,neighborhood,,,"Tiachiv, Dubove, Bushtyn, Teresva, Bedevlia, Vilkhivtsi dwellers",government,government,,,,V. Yanukovych,Local dwellers protested against suspension in the process of signing EU-Ukraine agreement and in support of EU-Ukraine association.,"Euromaidan, UZ13112403",,Uzhhorod,Tiachiv,,EU,,,,49,0,0,0,N,,0,0,N
UZ13112404,11/24/2013,1,11/24/2013,Sun,protest,rally,citizens,,,Khust dwellers,government,government,,,,Ukrainian government,Local dwellers protested against suspension in the process of signing EU-Ukraine agreement and in support of EU-Ukraine association.,Euromaidan,,Uzhhorod,Khust,,EU,,,,,0,0,0,N,,0,0,N
UZ13112501,11/25/2013,2,11/29/2013,Mon,protest,rally,local authorities,party,rightists,"local deputies, Svoboda, people","local authorities, government",government,,,,central and local authorities,they demanded EU integration and governmetn resignation,Euromaidan,,Uzhhorod,Rakhiv,,EU,anti-Azarov,,,201,0,0,0,N,,0,0,N
UZ13112601,11/26/2013,1,11/26/2013,Tue,positive response,support,local authorities,,,Tiachiv district council,,,neighborhood,,,"Tiachiv, Dubove, Bushtyn, Teresva, Bedevlia, Vilkhivtsi dwellers","25 members of Tiachiv district council signed a letter to V. Yanukovych, protesting against suspension in the process of signing EU-Ukraine agreement.","Euromaidan, UZ13112403",,Uzhhorod,Tiachiv,,EU,,,,,0,0,0,N,0,0,0,N
UZ13112602,11/26/2013,2,11/28/2013,Tue,protest,strike,students,,,Uzhhorod students,government,government,,,,"V. Yanukovych, D. Tabachnyk, M. Azarov","Uzhhorod students (200-500) strike against suspension in the process of signing EU-Ukraine agreement and in support of EU-Ukraine association. They demand resignation of M. Azarov and D. Tabachnyk, as well as a 24-hour entrance into dormitories.","Euromaidan, UZ13112102",,Uzhhorod,Uzhhorod,morning,education,EU,anti-Tabachnyk,,301,0,0,0,N,,0,0,N
UZ13112603,11/26/2013,2,1/17/2014,Tue,protest,tent camp,students,,,"students, Uzhhorod dwellers",government,government,,,,Ukrainian government,Uzhhorod dwellers and students installed several tents on Theater square.,"Euromaidan, UZ13112102",,Uzhhorod,Uzhhorod,,EU,,,,31,0,0,0,N,,0,0,N
UZ13112604,11/26/2013,1,11/26/2013,Tue,protest,picket,workers,,,street cleaners from communal enterprise,local authorities,government,,,,Treasury,they protested because communal enterprise money had been blocked by Treasury for no reasons and people could not get their wages,,,Uzhhorod,Mukachevo,,wage arrears,officials' illegal actions,,,31,0,0,0,N,,0,0,N
UZ13112605,11/26/2013,1,11/26/2013,Tue,protest,demonstration/march,students,,,Students of national university,"local authorities, education institution","local authorities, government",,,,"RSA, government, their University",they marched for EU integration and called people to support them,Euromaidan,,Uzhhorod,Uzhhorod,,EU,anti-government,,,501,0,0,0,N,,0,0,N
UZ13112606,11/26/2013,1,11/26/2013,Tue,positive response,support,local authorities,,,city council,,,,party,rightists,"Svoboda, people","they voted for resolution, demanding EU integration",Euromaidan,,Uzhhorod,Rakhiv,,EU,,,,,0,0,0,N,0,0,0,N
UZ13112701,11/27/2013,1,11/27/2013,Wed,positive response,support,local authorities,,,Mukachevo city council,,,"small business, neighborhood, students",,,"Mukachevo, Irshava, Berehоvе, Khust, Vynohradiv, Tiachiv, Rakhiv, Uzhhorod dwellers","35 out of 36 members of Mukachevo city council voted to send an appeal to V. Yanukovych, demanding signing EU-Ukraine agreement.","Euromaidan, UZ13112401",,Uzhhorod,Mukachevo,morning,EU,,,,,0,0,0,N,0,0,0,N
UZ13112702,11/27/2013,1,11/27/2013,Wed,positive response,support,local authorities,,,district council,,,,party,rightists,Svobodam people,"besides demanding EU integration, they also demanded treatment for Tymoshenko",Euromaidan,,Uzhhorod,Rakhiv,,civic liberties,EU,pro-Tymoshenko,,,0,0,0,N,0,0,0,N
UZ13112703,11/27/2013,1,11/27/2013,Wed,negative response,harass,education institution,,,Uzhhorod national University,,,students,,,striking students,there was information that students from biological faculty were obliged to be present on some conference in the time of announced strike meeting. in other case they would be marked as absent,Euromaidan,,Uzhhorod,Uzhhorod,,EU,,,,,0,0,0,N,0,0,0,N
UZ13112801,11/28/2013,1,11/28/2013,Thu,protest,motorcade,bicycle riders,,,pro-EU bicycle riders,government,government,,,,Ukrainian government,"Pro-EU bicycle riders (20-30) went to the Slovakian border, supporting the EU-Ukraine association.","Euromaidan, UZ13112102",,Uzhhorod,Uzhhorod,afternoon,EU,,,,25,0,0,0,N,,0,0,N
UZ13112802,11/28/2013,1,11/28/2013,Thu,protest,symbolic,students,,,Uzhhorod students,government,government,,,,Ukrainian government,"Uzhhorod students formed a human chain and went to Slovakian border, supporting the EU-Ukraine association.","Euromaidan, UZ13112102",,Uzhhorod,Uzhhorod,afternoon,EU,,,,99,0,0,0,N,,0,0,N
UZ13112803,11/28/2013,1,11/28/2013,Thu,protest,symbolic,neighborhood,,,local people,government,,,,,government,"they symbolically crossed the border to Slovakia, demanding EU integration so that can freely cross the borders",Euromaidan,,Uzhhorod,Mali Selmentsi village,,emigration,EU,,,9,0,0,0,N,,0,0,N
UZ13112901,11/29/2013,1,11/29/2013,Fri,protest,rally,,"party, NGO",rightists,"BYT, Svoboda, UDAR, People's council of Zakarpattya",government,government,,,,government,"they demanded EU integration, resignation of Azarov and release of Tymoshenko",Euromaidan,,Uzhhorod,Irshava,,civic liberties,EU,anti-Azarov,,51,0,0,0,N,,0,0,N
UZ13113001,11/30/2013,1,11/30/2013,Sat,protest,symbolic,students,,,"Uzhhorod dwellers, students",,"state forces, government",,,,"Ukrainian government, Berkut","Uzhhorod residents formed a human chain across Uzh river, protesting against the crackdown of Euromaidan in Kyiv.","Euromaidan, UZ13112102",,Uzhhorod,Uzhhorod,,officials' illegal actions,police abuse,EU,,100,0,0,0,N,,0,0,N
UZ13120101,12/1/2013,1,12/1/2013,Sun,protest,demonstration/march,,party,rightists,Svoboda,law-enforcement,"law-enforcement, government",,,,"government, police, SBU","they demanded freedom to political prisoners, protested against Yanukovych and police abuse",Euromaidan,,Uzhhorod,Uzhhorod,12:00:00,police abuse,Ukrainian nationalism,anti-Yanukovych,,51,0,0,0,N,,0,0,N
UZ13120102,12/1/2013,2,12/8/2013,Sun,protest,rally,"teachers, students, artists","party, NGO",rightists,"NRU, Svoboda, BYT, local people, students, teachers, some NGOs, UDAR","local authorities, government","local authorities, law-enforcement, government",,,,"law-enforcement, government, local authorities","they rallied for EU cooperation, against government in response to violence against peaceful protesters in Kyiv on 30th of November. reported numbers - from 31 to 3000",Euromaidan,,Uzhhorod,Uzhhorod,13:00:00,police abuse,EU,anti-government,,1515,0,0,0,N,,0,0,N
UZ13120103,12/1/2013,1,12/1/2013,Sun,protest,demonstration/march,,party,rightists,"NRU, Svoboda, BYT, local people",,government,,,,government,they marched the streets to call for action and protesting against government,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,2999,0,0,0,N,,0,0,N
UZ13120104,12/1/2013,2,12/3/2013,Sun,protest,rally,students,,,pro-EU protesters,,"state forces, government",,,,"Berkut, government",they protested against events in Kyiv on 30th of November. reported numbers from 30 to 300,Euromaidan,,Uzhhorod,Mukachevo,,police abuse,EU,anti-government,,165,0,0,0,N,,0,0,N
UZ13120105,12/1/2013,1,12/1/2013,Sun,protest,rally,politician,,,"pro-EU protesters, deputy from UDAR",,"party, government",,,,"government, PR",people supported Euromaidan in relations to events on 30th of November in Kyiv,Euromaidan,,Uzhhorod,Vunohradiv,,police abuse,EU,anti-government,,251,0,0,0,N,,0,0,N
UZ13120106,12/1/2013,1,12/1/2013,Sun,protest,demonstration/march,politician,,,"pro-EU protesters, deputy from UDAR",,"party, government",,,,"government, PR",people supported Euromaidan in relations to events on 30th of November in Kyiv,Euromaidan,,Uzhhorod,Vunohradiv,,police abuse,EU,anti-government,,251,0,0,0,N,,0,0,N
UZ13120201,12/2/2013,2,12/6/2013,Mon,protest,strike,students,,,"looks like mainly students - Uzhhorod national University, later joined by Economic Lyceum, Music college, and Art institute and others ",,"local authorities, government",,,,"government, local authorities","they strike against power abuse by government, local authorities, state forces, for punishment of those, guilty in violent attack on Kyiv protesters, for EU",Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,,0,0,0,N,,0,0,N
UZ13120202,12/2/2013,1,12/2/2013,Mon,protest,demonstration/march,"teachers, students",party,rightists,"striking students, teachers, NRU, Svoboda, BYT","local authorities, education institution","local authorities, government",,,,"government, local authorities, educational institution",they marched in support of their demands. reported numbers from 300 to 3000,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,1651,0,0,0,N,,0,0,N
UZ13120203,12/2/2013,1,12/2/2013,Mon,positive response,support,local authorities,,,city council,,,"artists, teachers, students","party, NGO",rightists,"NRU, Svoboda, BYT, local people, students, teachers, some NGOs, UDAR",city council voted with support for protesters' demands,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-Azarov,,,0,0,0,N,0,0,0,N
UZ13120204,12/2/2013,2,12/5/2013,Mon,protest,strike,students,,,local students,,"state forces, government",,,,"Berkut, government",lokked like they had strike in support of Euromaidan,Euromaidan,,Uzhhorod,Mukachevo,,police abuse,EU,anti-government,,,0,0,0,N,0,0,0,N
UZ13120205,12/2/2013,2,12/6/2013,Mon,protest,demonstration/march,students,,,striking students,,"state forces, government",,,,"Berkut, government",they had marches in support of Euromaidan,Euromaidan,,Uzhhorod,Mukachevo,,police abuse,EU,anti-governor,,299,0,0,0,N,,0,0,N
UZ13120206,12/2/2013,2,12/5/2013,Mon,protest,demonstration/march,students,party,rightists,"local students and pupils, BYT, UDAR, Svoobda",local authorities,"state forces, government",,,,"local authorities, government, Berkut","they had marches, protesting against events in Kyiv on 30th of November. however, looked like they did not have a strike",Euromaidan,,Uzhhorod,Khust,,police abuse,EU,anti-government,,51,0,0,0,N,,0,0,N
UZ13120207,12/2/2013,1,12/2/2013,Mon,protest,blockade,"teachers, students",party,rightists,"striking students, teachers, NRU, Svoboda, BYT",local authorities,"local authorities, government",,,,"RSA, government",Euromaidan protesters blocked RSA,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-local authorities,,1151,0,0,0,N,,0,0,N
UZ13120208,12/2/2013,2,,Mon,protest,strike,students,,,local students,,government,,,,government,they started strike for EU integration,Euromaidan,,Uzhhorod,Vynohradiv,,EU,anti-government,,,,0,0,0,N,0,0,0,N
UZ13120209,12/2/2013,1,12/2/2013,Mon,protest,demonstration/march,students,,,local students,,government,,,,government,they marched for EU integration,Euromaidan,,Uzhhorod,Vynohradiv,,EU,Ukrainian nationalism,anti-government,,65,0,0,0,N,,0,0,N
UZ13120210,12/2/2013,1,12/2/2013,Mon,protest,picket,,party,rightists,"Svoboda, UDAR",local authorities,government,,,,"government,district state administration",they protested in support of Euromaidan,Euromaidan,,Uzhhorod,Rakhiv,,police abuse,EU,anti-government,,51,0,0,0,N,,0,0,N
UZ13120211,12/2/2013,1,12/2/2013,Mon,positive response,support,local authorities,,,regional council,,,"teachers, students",party,rightists,"striking students, teachers, NRU, Svoboda, BYT",regional council supported Euromaidan,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,,0,0,0,N,0,0,0,N
UZ13120212,12/2/2013,1,12/2/2013,Mon,protest,rally,students,,,pupils,,government,,,,government,"according to information, they had a mass rally against Yanukovych regime",Euromaidan,,Uzhhorod,Volovets urban settlement,,EU,anti-Yanukovych,,,,0,0,0,N,,0,0,N
UZ13120213,12/2/2013,1,12/2/2013,Mon,negative response,harass,education institution,,,director of studies in local school,,,students,,,local pupils,they were harassed because of their rally,Euromaidan,,Uzhhorod,Volovets urban settlement,,EU,anti-Yanukovych,,,,0,0,0,N,,0,0,N
UZ13120214,12/2/2013,1,12/2/2013,Mon,protest,strike,students,,,"local students, or, more likely - pupils",,government,,,,government,they had a strike in support of Euromaidan,Euromaidan,,Uzhhorod,Svaliava,,police abuse,EU,anti-government,,,0,0,0,N,0,0,0,N
UZ13120215,12/2/2013,1,12/2/2013,Mon,protest,rally,students,,,"local students, or, more likely - pupils",,government,,,,government,they had a rally in support of Euromaidan,Euromaidan,,Uzhhorod,Svaliava,,police abuse,EU,anti-government,,,0,0,0,N,,0,0,N
UZ13120301,12/3/2013,1,12/3/2013,Tue,protest,demonstration/march,students,,,"Uzhhorod national University, later joined by Economic Lyceum, Music college, and Art institute and others",education institution,government,,,,"educational institutions, government",they called institutions for strike for EU and against government,Euromaidan,,Uzhhorod,Uzhhorod,,EU,anti-government,,,1001,0,0,0,N,,0,0,N
UZ13120302,12/3/2013,1,12/3/2013,Tue,negative response,confrontation,unknown,,,some man,,,students,,,protesting students,"some man started brief confrontation with words ""I'm for Yanukovych"" ",Euromaidan,,Uzhhorod,Uzhhorod,,EU,anti-government,,,,0,0,0,N,,0,0,N
UZ13120303,12/3/2013,1,12/3/2013,Tue,protest,motorcade,car owners,NGO,,"local car owners, WestUkrainian Association of Owners of Transit cars",,government,,,,government,they had motorcade for EU cooperation and for government resignation,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,29,0,0,0,N,,0,0,N
UZ13120304,12/3/2013,1,12/3/2013,Tue,positive response,support,local authorities,,,city council,,,students,,,pro-EU protesters,they demanded government resignation and called for strike in support of Euromaidan,Euromaidan,,Uzhhorod,Mukachevo,,police abuse,EU,anti-government,,,0,0,0,N,0,0,0,N
UZ13120305,12/3/2013,2,12/8/2013,Tue,protest,rally,,party,,pro-EU protesters. BYT,,government,,,,government,it was reported that here they had Euromaidan for 6 days minimum,Euromaidan,,Uzhhorod,Tiachiv,,police abuse,EU,anti-government,,31,0,0,0,N,,0,0,N
UZ13120306,12/3/2013,2,,Tue,protest,tent camp,citizens,,,,,"state forces, government",,,,"V.Yanukovych, Cabinet of Ministers, Berkut",Pro-Euromaidan tent camp and multiday rally,Euromaidan,,Uzhhorod,Tiachiv,,police abuse,EU,,,,0,0,0,N,,0,0,N
UZ13120307,12/3/2013,approximate,12/3/2013,Tue,protest,rally,neighborhood,,,people from one city district,"local authorities, law-enforcement",local authorities,,,,"local authorities, prosecution","people protested because local authorities put a green zone near their houses on auction, and at the same time local authorities did nothing about old communal enterprise building which had been ruined and fallen apart",,,Uzhhorod,Svaliava,,land,public utilities,development projects,,21,0,0,0,N,,0,0,N
UZ13120401,12/4/2013,1,12/4/2013,Wed,protest,symbolic,students,,,students,local authorities,"law-enforcement, government",,,,"government, RSA, law-enforcement","students had a silent protest, calling workers of the Regional administration to join the strike",Euromaidan,,Uzhhorod,Uzhhorod,morning,police abuse,EU,anti-government,,249,0,0,0,N,,0,0,N
UZ13120402,12/4/2013,1,12/4/2013,Wed,negative response,blockade,state forces,,,road police,,,politician,,,"Euromaidan protesters, some politicians among them","police tried to stop buses with Euromaidan activists - first near Mukacheve, than near Nyzhni Vorota village",Euromaidan,,Uzhhorod,Uzhhorod Region,,EU,,,,,0,0,0,N,,0,0,N
UZ13120403,12/4/2013,1,12/4/2013,Wed,positive response,support,local authorities,,,district council,,,,party,,pro-EU protesters. BYT,they supported Euromaidan demands,Euromaidan,,Uzhhorod,Tiachiv,,police abuse,EU,anti-government,,,0,0,0,N,0,0,0,N
UZ13120501,12/5/2013,1,12/5/2013,Thu,protest,demonstration/march,students,,,"pro-EU protesters, mainly students",education institution,government,,,,"government, Uzhhorod national University",they marched the streets with big Ukrainian flag for EU cooperation,Euromaidan,,Uzhhorod,Uzhhorod,,EU,Ukrainian nationalism,,,101,0,0,0,N,,0,0,N
UZ13120502,12/5/2013,1,12/5/2013,Thu,protest,demonstration/march,,NGO,rightists,Carpathian Sich,,government,,,,government,they marched in support of Euromaidan,Euromaidan,,Uzhhorod,Svaliava,,anti-government,,,,29,0,0,0,N,,0,0,N
UZ13120503,12/5/2013,1,12/5/2013,Thu,other repression,harass,,party,,deputy of PR Dovbak,,,journalists,,,journalist of local newspaper Black Mountain,he harassed journalist because he did not like what he had written about him,,,Uzhhorod,Vynohradiv,,freedom of speech,,,,,0,0,0,N,0,0,0,N
UZ13120601,12/6/2013,1,12/6/2013,Fri,protest,symbolic,students,,,students,local authorities,government,,,,"RSA, government",they again called officials and workers to join their strike,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,99,0,0,0,N,,0,0,N
UZ13120801,12/8/2013,1,12/8/2013,Sun,protest,demonstration/march,"teachers, students, artists","party, NGO",rightists,"NRU, Svoboda, BYT, local people, students, teachers, some NGOs, UDAR",,government,,,,government,they supported their demands with march,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,1499,0,0,0,N,,0,0,N
UZ13120802,12/8/2013,1,12/8/2013,Sun,protest,motorcade,car owners,,,pro-EU protesters,,government,,,,government,Motorcade in support of Euromaidan was held in Tiachiv,Euromaidan,,Uzhhorod,Tiachiv,,police abuse,EU,,,,0,0,0,N,,0,0,N
UZ13120803,12/8/2013,1,12/8/2013,Sun,protest,symbolic,citizens,,,,,government,,,,"V.Yanukovych, Cabinet of Ministers",Protesters decorated fair tree with the hung government officials and president,Euromaidan,,Uzhhorod,Uzhhorod,,anti-government,,,,,0,0,0,N,,0,0,N
UZ13121001,12/10/2013,1,12/10/2013,Tue,protest,demonstration/march,students,,,students,"local authorities, education institution, law-enforcement","law-enforcement, state forces",,,,"police, Berkut, university, local authorities",Students demanded to stop repressions and to punish the culpable in the violence against protesters of Euromaidan,Euromaidan,,Uzhhorod,Uzhhorod,,civic liberties,police abuse,,,65,0,0,0,N,,0,0,N
UZ13121101,12/11/2013,1,12/11/2013,Wed,protest,demonstration/march,students,,,students,education institution,"state forces, government",,,,"Berkut, universities, government",Student march against police violence,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,51,0,0,0,N,,0,0,N
UZ13121102,12/11/2013,1,12/11/2013,Wed,protest,rally,,party,rightists,"people, Svoboda",,"state forces, government",,,,"Berkut, government",Extra pro-Euromaidan rally,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,anti-government,,,301,0,0,0,N,,0,0,N
UZ13121103,12/11/2013,1,12/11/2013,Wed,protest,symbolic,students,,,Euromaidan,,party,,,,Party of Regions,Pro-Euromaidan protesters burnt down the symbolics of Party of Regions,Euromaidan,,Uzhhorod,Uzhhorod,,anti-PR,,,,,0,0,0,N,,0,0,N
UZ13121104,12/11/2013,1,12/11/2013,Wed,negative response,search,law-enforcement,,,police,,,citizens,,,bus with protesters going to Euromaidan,Bus with protesters going to Euromaidan was searched by police - they were trying to find bimba there,Euromaidan,,Uzhhorod,Mukachevo,,police abuse,EU,anti-government,,,0,0,0,N,,0,0,N
UZ13121105,12/11/2013,1,12/11/2013,Wed,protest,motorcade,car owners,party,rightists,"pro-Euromaidan protesters, Svoboda",,state forces,,,,berkut,"Car owners drove the city, urging people to join Euromaidan",Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,,,,49,0,0,0,N,,0,0,N
UZ13121106,12/11/2013,1,12/11/2013,Wed,protest,rally,,party,,"pro-Euromaidan protesters, UDAR, BYT",,"state forces, government",,,,"Berkut, government",First pro-Euromaidan rally in Berehove. Ukrainians urged Hungarians to join them.,Euromaidan,,Uzhhorod,Berehove,15:00:00,police abuse,EU,anti-government,,15,0,0,0,N,,0,0,N
UZ13121201,12/12/2013,1,12/12/2013,Thu,protest,symbolic,students,,,students,local authorities,state forces,,,,"ODA, Berkut","Lying protest near ODA. Demands - release students, who were earlier detained in Kyiv",Euromaidan,,Uzhhorod,Uzhhorod,8:00:00,civic liberties,police abuse,,,11,0,0,0,N,,0,0,N
UZ13121301,12/13/2013,1,12/13/2013,Fri,protest,picket,"veterans, Chernobyl",,,Chernobyl and Afghan veterans,local authorities,local authorities,,,,Treasury,People picketed state treasury because of the problems with state dwelling provision,,,Uzhhorod,Uzhhorod,,housing rights,insufficient financing,,,11,0,0,0,N,,0,0,N
UZ13121302,12/13/2013,1,12/13/2013,Fri,protest,symbolic,students,,,local students,foreign country,,,,,Hungarian and Slovakian Consulates,Sutdents brought Smiley to the Hungarian and Slovakian Consulates: a gift for the support of Euromaidan by European Union countries,"Euromaidan, Smiley",,Uzhhorod,Uzhhorod,,EU,,,,31,0,0,0,N,,0,0,N
UZ13121303,12/13/2013,1,12/13/2013,Fri,protest,symbolic,journalists,trade union,,Independent Journalist Trade Union,,"law-enforcement, state forces",,,,"MIA, Zakharchenko, Berkut","Journalists rallied in support of their colleagues, who were beaten in Kyiv on December 1.",Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,,,,49,0,0,0,N,,0,0,N
UZ13121304,12/13/2013,1,12/13/2013,Fri,protest,rally,"local authorities, religious institution",party,rightists,"Svoboda, Eu-protesters, BYT",party,"local authorities, party, state forces, government",,,,"government, local authorities, PR, Berkut",Local Euromaidan rally,Euromaidan,,Uzhhorod,Mizhhirya urban settlement,,police abuse,EU,anti-government,,351,0,0,0,N,,0,0,N
UZ13121305,12/13/2013,1,12/13/2013,Fri,positive response,accede,education institution,,,UzhNU,,,students,,,students of UzhNU,"Rector signed a document, which guarantees for students, who participatd in pro-Euromaidan rallies, an opportunity to pass their exams later",Euromaidan,,Uzhhorod,Uzhhorod,,civic liberties,,,,,0,0,0,N,0,0,0,N
UZ13121401,12/14/2013,1,12/14/2013,Sat,other repression,search,state forces,,,DAI,,,citizens,,,bus with Euromaidan protesters,"DAI searched the bus, which was going to depart to Euromaidan in Kyiv",Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,,0,0,0,N,,0,0,N
UZ13121501,12/15/2013,1,12/15/2013,Sun,protest,rally,"teachers, journalists, pensioners, students",,,Euromaidan activists,,government,,,,government,Euromaidan rally,Euromaidan,,Uzhhorod,Uzhhorod,,EU,Ukrainian nationalism,anti-government,,301,0,0,0,N,,0,0,N
UZ13121601,12/16/2013,1,12/16/2013,Mon,negative response,arson,unknown,,,unknown,,,politician,,,Y. Shafar,Y. Shafar's car was burnt down. He suspects it was because of his support of Euromaidan.,"Euromaidan, UZ13121601",,Uzhhorod,Uzhhorod,03:00:00,EU,,,,,0,0,0,Y,0,0,0,Y
UZ13121603,12/16/2013,approximate,12/16/2013,Mon,protest,graffiti,,,rightists,unknown Svoboda supporters,,,,,,,a graffiti featuring Svoboda slogan and swastikas was spotted.,,,Uzhhorod,Uzhhorod,,neofascism,pro-Svoboda,,,,0,0,0,Y,0,0,0,N
UZ13121701,12/17/2013,1,12/17/2013,Tue,protest,graffiti,unknown,,,unknown,,"rightists, party",,,,Svoboda,"Somebody wrote ""Death to fascists"" on Svoboda office facade.",,,Uzhhorod,Uzhhorod,night,neofascism,anti-Svoboda,anti-rightists,,,0,0,0,Y,0,0,0,N
UZ13121901,12/19/2013,approximate,12/19/2013,Thu,protest,graffiti,citizens,,,Euromaidan activists,,government,,,,Ukrainian government,Activists painted a pro-Euromaidan chalk graffiti on the fountain.,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,Ukrainian nationalism,,,,0,0,0,N,0,0,0,N
UZ13121902,12/19/2013,1,12/19/2013,Thu,protest,motorcade,car owners,party,rightists,"Euromaidan activists, Svoboda, BYT",local authorities,"local authorities, government",,,,"Ukrainian government, RSA",Motorcade in support of Euromaidan,Euromaidan,,Uzhhorod,Uzhhorod,,anti-local authorities,anti-government,,,9,0,0,0,N,9,0,0,N
UZ13121903,12/19/2013,1,12/19/2013,Thu,negative response,harass,local authorities,,,local authorities,,,"small business, company",,,local businesses which have any connection to Euromaidan,journalists report the beginning of sudden checks of local businesses by the government,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,,0,0,0,N,,0,0,Y
UZ13122201,12/22/2013,1,12/22/2013,Sun,protest,motorcade,car owners,party,rightists,"Euromaidan protesters, Svoboad activists",government,government,,,,Ukrainian government,Motorcade in support of Euromaidan.,Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,anti-government,,5,0,0,0,N,,0,0,N
UZ13122202,12/22/2013,2,12/23/2013,Sun,protest,rally,students,,,"Euromaidan protesters, students",,government,,,,Ukrainian government,Rally in support of Euromaidan.,Euromaidan,,Uzhhorod,Uzhhorod,,EU,,,,31,0,0,0,N,,0,0,N
UZ13122401,12/24/2013,1,12/24/2013,Tue,protest,symbolic,students,,,"local dwellers, children",,government,,,,Ukrainian government,"Local dwellers formed a symbolic human arrow, pinting towards Kyiv. This way they have shown their support of Euromaidan.",Euromaidan,,Uzhhorod,Uzhhorod,,police abuse,EU,,,15,0,0,0,N,,0,0,N
